property_type,sector,builtup,bedRoom,bathroom,balcony,agePossession,furnish_type,servant_room,store_room,luxury_score_category,floorNum_category,price
0.0,12.0,1200.0,2,2,3.0,1.0,0.0,0,0,2.0,2.0,97.0
0.0,12.0,2100.0,4,4,4.0,3.0,0.0,1,0,2.0,0.0,135.0
0.0,137.0,1737.0,3,5,3.0,1.0,2.0,1,0,2.0,0.0,132.0
0.0,139.0,1154.0,2,2,3.0,3.0,2.0,0,0,2.0,2.0,71.5
0.0,139.0,1319.0,2,2,2.0,3.0,2.0,0,0,2.0,2.0,78.0
0.0,98.0,2803.0,3,4,3.0,3.0,0.0,1,0,2.0,2.0,550.0
0.0,119.0,1854.0,3,4,4.0,3.0,0.0,1,0,1.0,0.0,230.0
0.0,135.0,1300.0,2,2,2.0,3.0,0.0,0,0,1.0,2.0,43.0
0.0,13.0,1281.0,2,2,3.0,3.0,2.0,0,0,2.0,2.0,98.5
0.0,13.0,1204.0,2,2,4.0,3.0,2.0,0,0,2.0,2.0,80.0
0.0,9.0,2851.0,4,4,4.0,3.0,2.0,1,0,2.0,2.0,265.0
0.0,66.0,1527.0,3,3,2.0,2.0,2.0,0,1,2.0,1.0,235.0
0.0,13.0,1690.0,3,3,4.0,3.0,1.0,0,0,2.0,1.0,129.0
0.0,9.0,2000.0,3,4,4.0,3.0,2.0,1,0,1.0,2.0,183.0
0.0,13.0,2057.0,3,4,4.0,3.0,0.0,1,0,0.0,2.0,139.0
0.0,122.0,1200.0,3,3,2.0,3.0,2.0,1,1,2.0,2.0,112.0
0.0,14.0,1235.0,2,2,2.0,3.0,2.0,0,0,2.0,2.0,65.0
0.0,132.0,1786.0,3,4,4.0,3.0,0.0,1,0,2.0,2.0,150.0
0.0,132.0,2465.0,4,4,3.0,3.0,0.0,1,0,2.0,2.0,190.0
0.0,77.0,2000.0,3,3,3.0,0.0,2.0,0,1,2.0,2.0,235.0
0.0,35.0,665.0,1,1,1.0,0.0,2.0,0,0,2.0,2.0,60.0
0.0,45.0,1240.0,3,3,1.0,2.0,0.0,0,0,1.0,0.0,200.0
0.0,111.0,1300.0,2,2,4.0,3.0,0.0,0,0,0.0,2.0,157.0
0.0,58.0,2211.0,3,3,4.0,1.0,0.0,1,0,1.0,2.0,144.0
0.0,58.0,1400.0,3,3,3.0,1.0,0.0,0,0,0.0,2.0,126.0
0.0,102.0,1200.0,2,2,2.0,1.0,0.0,0,0,0.0,0.0,105.0
0.0,81.0,3068.0,4,4,3.0,0.0,0.0,1,0,1.0,2.0,644.0
0.0,95.0,4200.0,4,4,4.0,3.0,0.0,1,0,1.0,0.0,756.0
0.0,66.0,2450.0,3,3,4.0,0.0,0.0,1,0,1.0,1.0,380.0
0.0,83.0,2076.0,4,4,2.0,0.0,0.0,1,0,1.0,2.0,675.0
0.0,131.0,1225.0,2,2,3.0,3.0,0.0,0,0,1.0,0.0,64.5
0.0,15.0,1797.0,3,4,4.0,3.0,0.0,1,0,1.0,2.0,175.0
0.0,86.0,1900.0,3,4,4.0,2.0,0.0,1,0,1.0,2.0,154.0
0.0,6.0,1493.0,3,3,3.0,3.0,0.0,1,0,1.0,2.0,140.0
0.0,6.0,828.0,2,2,2.0,3.0,0.0,0,0,1.0,0.0,97.0
0.0,6.0,1230.0,2,2,2.0,3.0,0.0,0,0,0.0,2.0,135.0
0.0,6.0,1758.0,3,4,4.0,3.0,0.0,1,0,0.0,0.0,175.0
0.0,7.0,2602.0,4,6,4.0,3.0,1.0,1,0,0.0,2.0,220.00000000000003
0.0,14.0,1460.0,3,3,3.0,3.0,2.0,0,0,0.0,0.0,245.00000000000003
0.0,12.0,1535.0,4,6,4.0,3.0,2.0,1,0,0.0,0.0,150.0
0.0,22.0,1940.0,3,4,4.0,3.0,0.0,1,0,0.0,2.0,240.0
0.0,22.0,1890.0,3,3,4.0,3.0,2.0,0,0,2.0,2.0,245.00000000000003
0.0,22.0,2460.0,3,3,4.0,3.0,2.0,1,0,0.0,2.0,300.0
0.0,22.0,1420.0,3,2,2.0,3.0,0.0,0,0,2.0,2.0,165.0
0.0,12.0,1120.0,2,2,4.0,3.0,0.0,0,0,2.0,2.0,88.0
0.0,12.0,940.0,2,2,4.0,3.0,0.0,0,0,2.0,1.0,88.0
0.0,12.0,1186.0,3,4,4.0,3.0,0.0,1,0,2.0,0.0,128.0
0.0,12.0,1535.0,4,5,4.0,3.0,0.0,1,0,2.0,2.0,134.0
0.0,12.0,1535.0,4,5,4.0,3.0,2.0,1,0,0.0,0.0,132.0
0.0,12.0,1186.0,3,4,4.0,3.0,2.0,1,0,0.0,0.0,113.0
0.0,137.0,2150.0,4,5,4.0,3.0,2.0,1,0,0.0,1.0,138.0
0.0,137.0,1790.0,3,3,3.0,3.0,2.0,1,0,0.0,2.0,116.0
0.0,22.0,2098.0,3,3,3.0,1.0,0.0,1,0,2.0,2.0,233.0
0.0,22.0,2600.0,3,4,3.0,1.0,2.0,1,0,0.0,0.0,305.0
0.0,122.0,1654.0,3,2,1.0,3.0,2.0,1,1,0.0,2.0,125.0
0.0,115.0,1212.0,3,3,2.0,3.0,2.0,0,0,0.0,1.0,125.0
0.0,122.0,1588.0,3,3,2.0,3.0,0.0,1,1,0.0,0.0,105.0
0.0,115.0,1154.0,3,3,3.0,3.0,2.0,0,0,2.0,0.0,125.0
0.0,115.0,1154.0,3,3,3.0,3.0,0.0,0,0,1.0,0.0,110.0
0.0,122.0,1387.0,3,3,3.0,3.0,2.0,1,0,1.0,0.0,130.0
0.0,123.0,2998.0,4,4,4.0,3.0,0.0,1,0,2.0,2.0,228.0
0.0,124.0,1190.0,2,2,2.0,3.0,0.0,1,1,2.0,2.0,120.0
0.0,124.0,1300.0,2,2,3.0,3.0,0.0,0,1,2.0,0.0,122.0
0.0,124.0,1173.0,2,2,3.0,3.0,0.0,0,0,1.0,0.0,110.0
0.0,124.0,1263.0,2,2,3.0,3.0,0.0,0,0,2.0,0.0,115.0
0.0,115.0,1165.0,3,3,3.0,3.0,0.0,0,0,2.0,0.0,120.0
0.0,122.0,1387.0,3,3,3.0,3.0,2.0,1,1,2.0,1.0,140.0
0.0,122.0,1588.0,3,3,2.0,3.0,0.0,0,1,2.0,2.0,110.0
0.0,122.0,1575.0,3,3,2.0,3.0,0.0,0,1,2.0,1.0,100.0
0.0,123.0,1703.0,3,4,3.0,3.0,0.0,1,0,2.0,0.0,152.0
0.0,122.0,1551.0,3,4,3.0,3.0,0.0,1,1,2.0,2.0,180.0
0.0,122.0,1674.0,3,3,4.0,3.0,0.0,1,1,2.0,2.0,160.0
0.0,115.0,1416.0,3,4,3.0,3.0,0.0,1,0,2.0,0.0,155.0
0.0,115.0,1215.0,3,3,2.0,3.0,0.0,0,0,2.0,2.0,130.0
0.0,119.0,2300.0,3,4,4.0,3.0,0.0,1,1,2.0,2.0,225.0
0.0,75.0,3724.0,5,5,4.0,3.0,0.0,1,0,2.0,0.0,479.0
0.0,131.0,1650.0,3,3,3.0,3.0,2.0,0,0,1.0,2.0,125.0
0.0,132.0,1700.0,3,3,4.0,3.0,2.0,0,0,0.0,2.0,140.0
0.0,126.0,2295.0,3,3,4.0,3.0,2.0,1,0,0.0,2.0,138.0
0.0,126.0,1990.0,3,3,4.0,3.0,1.0,0,0,0.0,2.0,130.0
0.0,115.0,1300.0,2,2,2.0,3.0,0.0,0,0,2.0,2.0,100.0
0.0,126.0,1611.0,2,2,3.0,3.0,2.0,0,0,0.0,2.0,100.0
0.0,126.0,1452.0,2,2,2.0,3.0,2.0,0,0,0.0,2.0,95.0
0.0,99.0,1470.0,2,3,3.0,3.0,2.0,1,0,0.0,0.0,185.0
0.0,113.0,1765.0,4,3,3.0,3.0,2.0,1,0,1.0,2.0,165.0
0.0,13.0,1759.0,3,3,3.0,3.0,2.0,0,0,0.0,2.0,132.0
0.0,13.0,1388.0,2,2,3.0,3.0,1.0,0,0,2.0,2.0,102.0
0.0,15.0,2765.0,4,5,3.0,3.0,1.0,0,0,2.0,2.0,188.0
0.0,6.0,1945.0,3,4,3.0,3.0,1.0,1,0,1.0,0.0,215.0
0.0,20.0,2200.05,3,4,2.0,0.0,1.0,1,0,2.0,2.0,258.0
0.0,20.0,1539.0,3,3,2.0,3.0,0.0,0,0,0.0,0.0,225.0
0.0,15.0,1946.0,3,4,4.0,3.0,1.0,1,0,2.0,2.0,175.0
0.0,14.0,1161.0,2,3,3.0,3.0,0.0,0,0,2.0,2.0,93.0
0.0,21.0,3406.0,3,5,4.0,3.0,0.0,1,0,1.0,2.0,475.0
0.0,115.0,1695.0,3,4,4.0,3.0,0.0,1,0,1.0,2.0,172.0
0.0,109.0,4000.0,4,4,4.0,1.0,2.0,1,0,1.0,1.0,675.0
0.0,95.0,1200.0,2,2,2.0,1.0,0.0,0,0,0.0,2.0,245.00000000000003
0.0,124.0,2545.0,4,5,4.0,3.0,2.0,0,0,2.0,2.0,220.00000000000003
0.0,109.0,3000.0,4,4,4.0,1.0,2.0,1,0,2.0,0.0,525.0
0.0,109.0,4000.0,4,4,4.0,1.0,2.0,1,1,2.0,1.0,500.0
0.0,109.0,4500.0,4,4,4.0,0.0,0.0,1,0,1.0,1.0,500.0
0.0,22.0,2217.0,3,4,4.0,3.0,0.0,1,0,2.0,2.0,270.0
0.0,73.0,2134.0,4,4,4.0,0.0,0.0,1,0,1.0,0.0,265.0
0.0,37.0,1200.0,2,2,2.0,3.0,2.0,0,0,2.0,2.0,165.0
0.0,37.0,1860.09,3,3,3.0,3.0,2.0,0,0,2.0,2.0,255.0
0.0,37.0,1860.09,3,3,3.0,3.0,2.0,0,0,2.0,2.0,255.0
0.0,37.0,2600.0,3,4,4.0,3.0,2.0,1,0,0.0,2.0,430.0
0.0,103.0,1804.0,4,4,2.0,3.0,1.0,1,1,1.0,2.0,170.0
0.0,37.0,1200.0,2,2,2.0,3.0,0.0,0,0,2.0,2.0,240.0
0.0,58.0,1300.0,2,3,4.0,3.0,2.0,0,0,1.0,2.0,87.0
0.0,58.0,1350.0,3,3,3.0,3.0,0.0,0,0,2.0,2.0,125.0
0.0,58.0,1400.0,3,5,4.0,3.0,2.0,1,0,0.0,2.0,99.0
0.0,6.0,1493.0,3,3,3.0,3.0,2.0,1,0,0.0,2.0,139.0
0.0,77.0,2400.0,3,3,4.0,0.0,1.0,1,0,0.0,2.0,270.0
0.0,59.0,2100.0,4,4,3.0,3.0,0.0,0,0,2.0,2.0,175.0
0.0,59.0,2100.0,4,3,4.0,3.0,2.0,0,0,1.0,0.0,155.0
0.0,59.0,2000.0,4,3,4.0,3.0,2.0,0,0,1.0,2.0,160.0
0.0,15.0,1466.0,3,3,4.0,3.0,2.0,0,0,1.0,2.0,140.0
0.0,107.0,1925.0,3,3,3.0,3.0,2.0,0,0,1.0,2.0,180.0
0.0,13.0,2505.0,4,5,4.0,3.0,0.0,1,0,1.0,0.0,165.0
0.0,51.0,2367.0,3,5,4.0,2.0,0.0,1,0,1.0,0.0,355.0
0.0,66.0,2555.0,4,4,4.0,2.0,0.0,1,0,1.0,0.0,600.0
0.0,73.0,1951.0,3,4,3.0,0.0,1.0,0,0,0.0,2.0,180.0
0.0,107.0,2127.0,3,4,3.0,3.0,0.0,1,1,2.0,2.0,250.0
0.0,61.0,2611.0,4,3,3.0,2.0,2.0,1,0,0.0,2.0,150.0
0.0,122.0,1500.0,3,2,2.0,0.0,0.0,0,0,0.0,1.0,104.0
0.0,101.0,657.0,2,2,1.0,3.0,2.0,0,0,0.0,2.0,53.0
0.0,106.0,1527.0,3,5,3.0,3.0,2.0,1,0,2.0,2.0,164.0
0.0,98.0,1975.07,4,4,4.0,3.0,2.0,1,0,2.0,2.0,290.0
0.0,98.0,1493.0,3,3,3.0,3.0,2.0,1,0,2.0,1.0,236.0
0.0,83.0,1607.02,3,4,4.0,0.0,2.0,1,0,2.0,2.0,485.0
0.0,122.0,1792.0,3,3,2.0,3.0,2.0,1,0,0.0,1.0,125.0
0.0,131.0,2166.0,3,3,2.0,3.0,2.0,0,0,1.0,2.0,92.0
0.0,119.0,2343.0,3,3,3.0,3.0,0.0,1,0,2.0,0.0,270.0
0.0,131.0,1502.0,2,3,2.0,3.0,2.0,0,0,0.0,2.0,70.0
0.0,124.0,1934.0,2,2,2.0,3.0,2.0,0,0,0.0,0.0,125.0
0.0,124.0,2545.0,4,4,4.0,3.0,0.0,1,0,2.0,2.0,230.0
0.0,124.0,2179.0,3,4,3.0,3.0,2.0,1,0,0.0,2.0,200.0
0.0,122.0,1570.0,3,3,2.0,3.0,2.0,0,0,1.0,0.0,108.0
0.0,98.0,1263.0,3,3,3.0,3.0,0.0,1,0,1.0,2.0,173.0
0.0,98.0,812.0,2,2,2.0,3.0,2.0,0,0,0.0,2.0,130.0
0.0,98.0,1975.05,4,4,4.0,3.0,2.0,1,0,0.0,1.0,285.0
0.0,98.0,1493.0,3,3,4.0,3.0,2.0,1,0,0.0,2.0,225.0
0.0,98.0,1493.0,3,3,3.0,3.0,2.0,1,0,0.0,1.0,235.0
0.0,98.0,1650.07,4,4,3.0,3.0,2.0,0,0,0.0,1.0,280.0
0.0,98.0,1500.0,3,3,3.0,3.0,2.0,1,0,0.0,1.0,235.0
0.0,98.0,1975.01,4,4,3.0,3.0,2.0,1,0,0.0,2.0,275.0
0.0,98.0,1524.0,3,3,3.0,3.0,1.0,1,0,2.0,1.0,236.0
0.0,99.0,2210.0,4,4,4.0,3.0,0.0,1,0,2.0,1.0,340.0
0.0,113.0,1163.0,2,2,2.0,3.0,2.0,0,0,2.0,2.0,80.0
0.0,1.0,5431.0,4,4,4.0,3.0,2.0,1,0,2.0,2.0,700.0
0.0,77.0,1870.0,3,4,4.0,0.0,2.0,1,0,2.0,2.0,180.0
0.0,77.0,2470.0,3,4,4.0,0.0,2.0,1,0,2.0,2.0,265.0
0.0,122.0,1618.0,3,3,3.0,3.0,0.0,0,1,2.0,2.0,105.0
0.0,77.0,1790.0,3,3,4.0,0.0,0.0,0,0,2.0,0.0,188.0
0.0,123.0,1361.0,2,2,3.0,3.0,2.0,0,0,2.0,2.0,115.0
0.0,122.0,2193.0,4,4,3.0,3.0,0.0,1,0,1.0,2.0,133.0
0.0,77.0,2700.0,3,4,2.0,3.0,0.0,1,0,2.0,0.0,260.0
0.0,77.0,2600.0,3,3,4.0,0.0,2.0,1,0,1.0,2.0,297.0
0.0,103.0,1819.0,4,4,2.0,3.0,2.0,0,0,1.0,2.0,180.0
0.0,103.0,1819.0,4,4,2.0,3.0,2.0,0,0,1.0,2.0,178.0
0.0,103.0,1428.0,3,3,2.0,3.0,0.0,0,0,2.0,2.0,152.0
0.0,103.0,1428.0,3,3,2.0,3.0,2.0,0,0,0.0,2.0,155.0
0.0,125.0,1900.0,3,3,1.0,3.0,2.0,0,0,2.0,0.0,155.0
0.0,122.0,520.0,1,1,1.0,3.0,2.0,0,0,2.0,2.0,40.0
0.0,107.0,1946.0,3,3,3.0,3.0,2.0,1,0,0.0,0.0,240.0
0.0,120.0,2000.0,3,3,3.0,3.0,2.0,1,0,2.0,0.0,137.0
0.0,75.0,2251.49,3,4,3.0,0.0,2.0,1,0,2.0,0.0,265.0
0.0,9.0,2017.0,3,4,4.0,3.0,2.0,1,0,2.0,2.0,116.0
0.0,9.0,2000.0,3,4,4.0,3.0,0.0,1,0,2.0,2.0,105.0
0.0,9.0,3000.0,4,5,4.0,3.0,0.0,1,1,1.0,1.0,135.0
0.0,9.0,2991.0,4,5,4.0,3.0,0.0,1,1,2.0,1.0,135.0
0.0,99.0,1950.05,3,3,3.0,3.0,2.0,0,0,1.0,0.0,285.0
0.0,123.0,528.0,2,2,1.0,3.0,0.0,0,0,2.0,2.0,35.0
0.0,13.0,1236.0,2,2,4.0,3.0,0.0,0,0,1.0,2.0,88.0
0.0,6.0,2334.0,3,4,4.0,3.0,0.0,0,0,2.0,2.0,240.0
0.0,93.0,2604.0,4,5,3.0,3.0,2.0,1,0,0.0,0.0,360.0
0.0,1.0,4842.0,4,4,4.0,1.0,2.0,1,0,2.0,0.0,750.0
0.0,22.0,1080.0,2,2,2.0,3.0,0.0,0,0,2.0,2.0,145.0
0.0,77.0,1950.0,3,3,4.0,0.0,0.0,0,0,2.0,2.0,235.0
0.0,120.0,1299.0,2,2,2.0,3.0,0.0,0,0,2.0,0.0,94.25
0.0,120.0,1177.0,2,2,2.0,3.0,1.0,0,0,2.0,0.0,80.5
0.0,77.0,2450.0,3,4,4.0,0.0,0.0,1,0,2.0,2.0,310.0
0.0,120.0,1955.0,3,3,4.0,3.0,0.0,1,0,1.0,0.0,139.0
0.0,120.0,1299.0,2,2,4.0,3.0,0.0,0,0,2.0,2.0,93.75
0.0,120.0,1175.0,2,2,2.0,3.0,0.0,0,0,2.0,1.0,77.5
0.0,120.0,1294.0,2,2,2.0,3.0,0.0,0,0,2.0,2.0,85.5
0.0,124.0,1075.0,2,2,2.0,3.0,0.0,0,0,2.0,2.0,68.5
0.0,115.0,2031.0,3,4,4.0,3.0,2.0,1,0,0.0,2.0,203.0
0.0,124.0,1390.0,3,4,3.0,3.0,0.0,1,0,0.0,2.0,79.9
0.0,131.0,1050.0,2,2,3.0,3.0,2.0,0,0,0.0,2.0,64.5
0.0,123.0,1475.0,3,3,2.0,3.0,0.0,0,0,0.0,0.0,101.0
0.0,131.0,2248.0,4,5,2.0,1.0,0.0,1,0,2.0,2.0,127.0
0.0,122.0,1127.0,2,2,2.0,0.0,0.0,0,0,2.0,2.0,84.0
0.0,124.0,1450.0,3,4,3.0,0.0,0.0,1,0,2.0,2.0,177.0
0.0,103.0,1819.0,4,4,2.0,3.0,0.0,0,0,2.0,1.0,168.0
0.0,103.0,1783.0,4,4,1.0,3.0,0.0,0,0,2.0,0.0,166.0
0.0,103.0,1428.0,3,3,2.0,3.0,2.0,0,0,2.0,1.0,140.0
0.0,119.0,1901.0,3,4,4.0,3.0,0.0,1,0,2.0,0.0,229.0
0.0,131.0,1929.0,3,3,4.0,3.0,2.0,1,0,2.0,2.0,121.0
0.0,133.0,1068.0,3,3,2.0,3.0,2.0,0,0,2.0,1.0,50.0
0.0,113.0,1057.0,2,2,2.0,3.0,2.0,0,0,0.0,2.0,71.2
0.0,98.0,1975.11,4,4,4.0,3.0,0.0,1,0,0.0,1.0,300.0
0.0,131.0,1572.0,3,3,4.0,3.0,0.0,0,0,2.0,0.0,120.0
0.0,109.0,2987.0,3,3,3.0,0.0,0.0,1,0,2.0,1.0,325.0
0.0,139.0,1100.0,2,2,4.0,0.0,0.0,0,0,1.0,2.0,90.0
0.0,139.0,1600.0,3,3,4.0,3.0,0.0,0,0,1.0,2.0,107.0
0.0,124.0,1484.0,2,2,3.0,3.0,0.0,0,0,1.0,0.0,120.0
0.0,124.0,2545.0,4,5,4.0,3.0,0.0,1,0,2.0,1.0,215.0
0.0,103.0,1783.0,4,4,1.0,3.0,2.0,0,0,2.0,0.0,172.0
0.0,103.0,1392.0,3,3,1.0,3.0,0.0,0,0,2.0,0.0,136.0
0.0,103.0,1783.0,4,4,1.0,3.0,2.0,0,0,2.0,0.0,175.0
0.0,103.0,1783.0,4,4,1.0,3.0,2.0,0,0,2.0,0.0,175.0
0.0,103.0,1392.0,3,3,1.0,3.0,2.0,0,0,1.0,0.0,138.0
0.0,103.0,1419.0,3,3,1.0,3.0,0.0,0,0,1.0,0.0,129.0
0.0,103.0,1568.0,3,3,1.0,3.0,0.0,0,0,1.0,0.0,137.0
0.0,103.0,1419.0,3,3,1.0,3.0,0.0,0,0,1.0,0.0,132.0
0.0,103.0,1392.0,3,3,1.0,3.0,0.0,0,0,1.0,0.0,130.0
0.0,125.0,1747.0,3,3,3.0,0.0,0.0,1,0,1.0,0.0,130.0
0.0,125.0,1550.0,3,3,1.0,3.0,0.0,0,0,1.0,0.0,150.0
0.0,103.0,1819.0,4,4,2.0,3.0,0.0,0,0,1.0,1.0,168.0
0.0,103.0,1428.0,3,3,2.0,3.0,0.0,0,0,1.0,0.0,140.0
0.0,125.0,1720.0,3,3,1.0,3.0,0.0,0,0,1.0,0.0,150.0
0.0,13.0,717.0,3,2,2.0,3.0,0.0,0,0,1.0,2.0,50.0
0.0,13.0,598.0,2,2,1.0,3.0,2.0,0,0,2.0,2.0,36.0
0.0,109.0,3374.0,4,5,4.0,0.0,0.0,1,1,1.0,2.0,310.0
0.0,135.0,610.0,2,2,1.0,3.0,0.0,0,0,0.0,2.0,31.0
0.0,133.0,1473.0,3,3,3.0,3.0,2.0,0,0,2.0,1.0,71.0
0.0,122.0,1607.0,3,3,1.0,0.0,0.0,0,0,0.0,2.0,115.0
0.0,122.0,1600.0,3,2,2.0,0.0,0.0,0,0,2.0,1.0,105.0
0.0,94.0,1592.0,3,3,3.0,3.0,0.0,0,0,2.0,0.0,210.0
0.0,13.0,543.0,2,2,2.0,3.0,2.0,0,0,2.0,1.0,28.5
0.0,13.0,543.0,2,2,2.0,3.0,2.0,0,0,0.0,0.0,27.75
0.0,13.0,543.0,2,2,2.0,3.0,2.0,0,0,1.0,0.0,27.5
0.0,13.0,543.0,2,2,2.0,3.0,2.0,0,0,1.0,2.0,28.0
0.0,7.0,400.0,1,1,1.0,3.0,0.0,0,0,1.0,2.0,23.5
0.0,13.0,608.0,2,2,2.0,3.0,2.0,0,0,1.0,2.0,35.5
0.0,13.0,717.0,3,2,2.0,3.0,2.0,0,0,1.0,2.0,51.0
0.0,13.0,608.0,2,2,2.0,3.0,2.0,0,0,1.0,2.0,35.0
0.0,13.0,543.0,2,2,2.0,3.0,2.0,0,0,1.0,0.0,28.5
0.0,13.0,608.0,2,2,2.0,3.0,2.0,0,0,0.0,2.0,36.0
0.0,98.0,1833.0,3,3,3.0,3.0,2.0,1,0,0.0,1.0,200.0
0.0,99.0,2502.0,4,4,3.0,3.0,0.0,1,0,2.0,2.0,270.0
0.0,98.0,2754.0,3,4,3.0,0.0,0.0,1,0,2.0,0.0,494.00000000000006
0.0,103.0,1819.0,4,4,2.0,3.0,0.0,0,0,2.0,2.0,175.0
0.0,131.0,2331.0,4,5,2.0,3.0,2.0,1,0,1.0,2.0,125.0
0.0,131.0,1493.0,3,4,3.0,3.0,1.0,1,0,0.0,2.0,92.0
0.0,131.0,2134.0,4,5,2.0,3.0,0.0,1,0,1.0,2.0,130.0
0.0,103.0,535.0,2,2,1.0,3.0,0.0,0,0,1.0,2.0,62.0
0.0,103.0,2172.0,4,5,4.0,3.0,0.0,1,0,1.0,2.0,192.0
0.0,86.0,2253.0,4,4,3.0,3.0,0.0,0,0,1.0,2.0,200.0
0.0,106.0,2172.0,4,5,4.0,3.0,0.0,1,0,1.0,1.0,200.0
0.0,2.0,2716.0,3,4,3.0,3.0,0.0,1,0,1.0,2.0,75.0
0.0,124.0,2179.0,3,4,3.0,3.0,2.0,1,0,2.0,1.0,185.0
0.0,132.0,1302.0,2,2,4.0,3.0,2.0,0,0,0.0,2.0,89.0
0.0,124.0,1616.0,3,4,2.0,3.0,2.0,1,0,2.0,2.0,125.0
0.0,6.0,1690.0,3,3,3.0,3.0,2.0,0,0,2.0,2.0,215.0
0.0,100.0,2029.0,3,3,4.0,3.0,2.0,1,0,0.0,0.0,305.0
0.0,100.0,2047.12,3,3,3.0,3.0,2.0,0,0,2.0,1.0,265.0
0.0,119.0,700.0,2,2,3.0,3.0,0.0,0,0,0.0,2.0,49.0
0.0,107.0,1600.0,3,3,3.0,3.0,0.0,0,0,2.0,0.0,182.0
0.0,119.0,700.0,2,2,3.0,3.0,0.0,0,0,2.0,2.0,50.0
0.0,113.0,1602.0,3,3,3.0,3.0,0.0,0,0,2.0,0.0,92.0
0.0,106.0,1586.0,3,4,3.0,3.0,0.0,1,0,2.0,1.0,165.0
0.0,107.0,1312.0,2,2,2.0,3.0,0.0,0,0,2.0,2.0,110.0
0.0,107.0,1600.0,3,3,3.0,3.0,2.0,1,0,1.0,2.0,155.0
0.0,107.0,1300.0,3,3,2.0,3.0,2.0,0,0,1.0,1.0,125.0
0.0,107.0,1600.0,4,4,3.0,3.0,0.0,0,0,2.0,1.0,160.0
0.0,106.0,1222.0,2,2,3.0,3.0,0.0,0,0,2.0,2.0,115.0
0.0,106.0,1527.0,3,3,3.0,3.0,0.0,1,0,2.0,2.0,160.0
0.0,119.0,3801.0,4,5,4.0,3.0,0.0,1,0,1.0,0.0,400.0
0.0,119.0,2408.0,3,4,4.0,3.0,0.0,1,0,2.0,0.0,222.00000000000003
0.0,119.0,2883.0,4,5,2.0,3.0,0.0,1,0,1.0,2.0,300.0
0.0,120.0,1299.0,2,2,2.0,3.0,0.0,0,0,2.0,0.0,100.0
0.0,95.0,4991.0,5,7,3.0,3.0,0.0,1,0,2.0,2.0,1075.0
0.0,95.0,3932.0,4,6,3.0,3.0,0.0,1,1,2.0,0.0,914.0
0.0,95.0,3873.0,4,6,3.0,3.0,0.0,1,0,2.0,0.0,835.0
0.0,2.0,1705.0,3,3,4.0,0.0,0.0,1,0,2.0,1.0,73.0
0.0,2.0,2232.0,3,4,3.0,0.0,0.0,1,0,2.0,2.0,95.0
0.0,2.0,993.0,2,2,3.0,0.0,0.0,0,0,0.0,2.0,48.0
0.0,2.0,1900.0,3,3,4.0,0.0,0.0,1,0,1.0,2.0,86.0
0.0,2.0,1900.0,3,3,4.0,0.0,0.0,1,0,2.0,1.0,81.0
0.0,100.0,2047.01,3,3,3.0,3.0,0.0,0,0,2.0,1.0,290.0
0.0,108.0,425.0,1,1,2.0,3.0,0.0,0,0,2.0,1.0,37.0
0.0,108.0,639.0,2,2,1.0,0.0,0.0,0,0,1.0,2.0,59.0
0.0,108.0,557.0,2,2,1.0,3.0,0.0,0,0,0.0,2.0,60.0
0.0,108.0,450.0,1,1,2.0,3.0,0.0,0,0,0.0,1.0,37.0
0.0,13.0,1236.0,2,2,4.0,3.0,0.0,0,0,0.0,2.0,90.0
0.0,106.0,1527.0,3,5,3.0,3.0,0.0,1,0,0.0,2.0,166.0
0.0,131.0,2468.0,4,4,4.0,0.0,0.0,1,0,0.0,0.0,200.0
0.0,106.0,1527.0,3,5,3.0,0.0,0.0,1,0,0.0,2.0,167.0
0.0,106.0,1444.0,2,2,2.0,3.0,0.0,0,0,1.0,2.0,110.0
0.0,106.0,1527.0,3,5,3.0,3.0,2.0,1,0,2.0,2.0,160.0
0.0,106.0,1222.0,2,2,3.0,3.0,0.0,0,0,2.0,2.0,107.0
0.0,103.0,1819.0,4,4,2.0,3.0,2.0,0,0,0.0,2.0,176.0
0.0,103.0,1428.0,3,3,2.0,3.0,1.0,0,0,0.0,2.0,155.0
0.0,1.0,5249.0,4,5,4.0,1.0,1.0,1,0,0.0,0.0,550.0
0.0,137.0,538.0,2,2,1.0,3.0,0.0,0,0,1.0,2.0,27.1
0.0,137.0,611.0,2,2,1.0,3.0,0.0,0,0,1.0,2.0,26.1
0.0,6.0,1100.0,2,2,2.0,3.0,0.0,0,0,1.0,1.0,125.0
0.0,6.0,1945.0,3,4,4.0,3.0,0.0,1,0,1.0,2.0,210.0
0.0,12.0,940.0,2,2,4.0,3.0,0.0,0,0,1.0,1.0,95.0
0.0,12.0,940.0,2,2,4.0,3.0,0.0,0,0,1.0,1.0,92.0
0.0,12.0,1186.0,3,4,4.0,3.0,0.0,1,0,1.0,2.0,125.0
0.0,12.0,1120.0,2,2,4.0,1.0,0.0,0,0,1.0,1.0,87.0
0.0,12.0,1186.0,3,4,4.0,3.0,0.0,1,0,1.0,2.0,120.0
0.0,59.0,1310.0,2,2,3.0,3.0,0.0,0,0,1.0,2.0,80.0
0.0,59.0,1675.0,3,3,4.0,3.0,0.0,0,0,1.0,2.0,98.0
0.0,22.0,1199.0,2,2,2.0,3.0,0.0,0,0,1.0,2.0,132.0
