property_type,society,sector,price_in_lacs,price_per_sqft_inrs,area,areaWithType,super_builtup,builtup,carpet_area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,furnish_type,servant_room,study room,pooja room,store_room,others,luxury_score
flat,dlf city plots phase 3,sector 24,650.0,18571.0,3500.08,Carpet area: 3500 (325.16 sq.m.),,,3500.0,4,5,3+,3.0,North-East,New Property,0.0,1,0,0,0,0,93.0
flat,bestech altura,sector 79 ,185.0,8604.0,2150.16,Super Built up area 2150(199.74 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),2150.0,1650.0,1350.0,3,3,3,7.0,,New Property,2.0,1,0,0,0,0,88.0
flat,indiabulls centrum park,sector 103 ,245.00000000000003,8521.0,2875.25,Super Built up area 2875(267.1 sq.m.),2875.0,,,4,6,3,5.0,,Relatively New,2.0,1,0,0,0,0,81.0
flat,orris aster court premier,sector 85 ,138.0,6509.0,2120.14,Super Built up area 2120(196.95 sq.m.)Built Up area: 1616 sq.ft. (150.13 sq.m.),2120.0,1616.0,,3,4,2,6.0,North-East,Relatively New,0.0,1,0,0,0,0,174.0
flat,paras quartier,gwal pahari,590.0,11028.0,5350.02,Super Built up area 5350(497.03 sq.m.),5350.0,,,4,4,3+,19.0,East,New Property,0.0,1,1,1,1,0,100.0
flat,mapsko casa bella,sector 82 ,300.0,6134.0,4890.77,Super Built up area 4890(454.3 sq.m.),4890.0,,,4,6,3+,25.0,West,Relatively New,2.0,1,0,1,0,0,49.0
flat,samadhan shri kamal cghs,sector 1 ,201.0,11426.0,1759.15,Carpet area: 1760 (163.51 sq.m.),,,1760.0,4,4,3+,10.0,,Moderately Old,0.0,0,0,0,0,0,158.0
flat,navjyoti apartment,sector 38 ,210.0,11938.0,1759.09,Carpet area: 1759 (163.42 sq.m.),,,1759.0,4,4,3+,10.0,North,Old Property,0.0,0,0,0,0,0,55.0
flat,ambience lagoon,sector 24,425.0,13281.0,3200.06,Super Built up area 3200(297.29 sq.m.)Carpet area: 3156 sq.ft. (293.2 sq.m.),3200.0,,3156.0,3,4,3+,3.0,East,Old Property,0.0,1,0,0,1,0,121.0
flat,orchid petals,sector 49 ,255.0,12318.0,2070.14,Super Built up area 2070(192.31 sq.m.)Built Up area: 2060 sq.ft. (191.38 sq.m.)Carpet area: 1760 sq.ft. (163.51 sq.m.),2070.0,2060.0,1760.0,3,4,3,8.0,East,Relatively New,0.0,0,1,0,0,0,49.0
flat,friends apartment,sector 52 ,200.0,8510.0,2350.18,Super Built up area 2350(218.32 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),2350.0,,1850.0,4,3,3,5.0,North,Moderately Old,2.0,1,0,0,0,0,37.0
flat,the close south,sector 50,325.0,12810.0,2537.08,Carpet area: 2537 (235.7 sq.m.),,,2537.0,3,4,3+,4.0,South-East,Old Property,0.0,1,0,0,0,0,52.0
flat,hero homes,dwarka expressway ,160.0,7825.0,2044.73,Super Built up area 1689(156.91 sq.m.),1689.0,,,3,3,3,1.0,,New Property,2.0,0,0,0,0,0,174.0
flat,bestech park view residency,sector 2,150.0,7825.0,1916.93,Super Built up area 1920(178.37 sq.m.),1920.0,,,3,4,3+,10.0,North-East,Moderately Old,0.0,1,0,0,0,0,120.0
flat,sobha city,sector 108 ,375.0,14938.0,2510.38,Super Built up area 2343(217.67 sq.m.),2343.0,,,3,3,2,16.0,North-East,New Property,0.0,1,0,0,0,0,158.0
flat,bestech park view residency,sector 2,95.0,6709.0,1416.01,Carpet area: 1416 (131.55 sq.m.),,,1416.0,2,2,3,10.0,North-East,Old Property,2.0,0,0,0,0,0,49.0
flat,cghs rail vihar,sector 15 ,140.0,10769.0,1300.03,Carpet area: 1300 (120.77 sq.m.),,,1300.0,4,3,3,3.0,East,Old Property,0.0,0,0,0,0,0,49.0
flat,dlf the skycourt,sector 86 ,156.0,8087.0,1929.02,Super Built up area 1929(179.21 sq.m.)Built Up area: 1580 sq.ft. (146.79 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),1929.0,1580.0,1450.0,3,4,3+,17.0,South-West,Relatively New,0.0,0,0,0,1,0,5.0
flat,emaar gurgaon greens,sector 102 ,135.0,8181.0,1650.17,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),1650.0,,1022.0,3,3,3,9.0,North-East,Relatively New,1.0,1,0,0,0,0,174.0
flat,shapoorji pallonji joyville gurugram,sector 102 ,140.0,10378.0,1349.01,Super Built up area 1349(125.33 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),1349.0,,1000.0,2,2,2,11.0,North-East,New Property,2.0,0,0,0,0,0,79.0
flat,dlf regency park,sector 28,226.0,13696.0,1650.12,Super Built up area 1777(165.09 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),1777.0,1700.0,1650.0,3,3,2,19.0,East,Old Property,0.0,1,0,0,0,0,38.0
flat,eldeco accolade,sector 33,120.0,8043.0,1491.98,Built Up area: 1492 (138.61 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),,1492.0,900.0,2,2,2,0.0,North,New Property,0.0,0,1,0,0,0,125.0
flat,bptp terra,sector 37d ,208.0,10000.0,2080.0,Super Built up area 2443(226.96 sq.m.),2443.0,,,4,4,3,0.0,North-East,New Property,2.0,1,1,1,0,0,120.0
flat,ss the leaf,sector 85 ,175.0,7267.0,2408.15,Super Built up area 2408(223.71 sq.m.),2408.0,,,3,4,3,8.0,North,Relatively New,2.0,1,0,0,0,0,76.0
flat,ireo victory valley,sector 67 ,299.0,11832.0,2527.05,Super Built up area 2527(234.77 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),2527.0,2200.0,2100.0,3,3,3,4.0,East,Relatively New,2.0,1,0,0,0,0,117.0
flat,emaar digihomes,sector 62 ,210.0,14254.0,1473.27,Super Built up area 1508.26(140.12 sq.m.),1508.0,,,2,2,2,30.0,North,New Property,0.0,1,0,0,0,0,65.0
flat,ireo victory valley,sector 67 ,287.0,11903.0,2411.16,Super Built up area 2411(223.99 sq.m.)Carpet area: 1808 sq.ft. (167.97 sq.m.),2411.0,,1808.0,3,3,3+,16.0,North-West,Relatively New,2.0,1,0,0,0,0,159.0
flat,dlf regency park,sector 28,235.0,13224.0,1777.07,Super Built up area 1777(165.09 sq.m.),1777.0,,,3,3,2,18.0,North-East,Old Property,2.0,1,0,0,0,0,150.0
flat,emaar mgf emerald floors premier,sector 65 ,235.0,14242.0,1650.05,Built Up area: 1650 (153.29 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),,1650.0,1200.0,3,3,3,2.0,South-West,Relatively New,0.0,1,1,0,0,0,102.0
flat,indiabulls centrum park,sector 103 ,190.0,5681.0,3344.48,Carpet area: 3344 (310.67 sq.m.),,,3344.0,3,4,3+,10.0,North-East,Relatively New,2.0,1,1,1,0,1,120.0
flat,orris carnation residency,sector 85 ,72.0,4881.0,1475.11,Super Built up area 1475(137.03 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),1475.0,1350.0,1250.0,3,3,2,9.0,West,Moderately Old,2.0,0,0,0,0,1,118.0
flat,sbr minda sec 1 imt manesar,manesar,65.0,4259.0,1526.18,Carpet area: 1526 (141.77 sq.m.),,,1526.0,3,2,3+,6.0,South,Moderately Old,2.0,0,0,0,0,0,62.0
flat,dlf the ultima,sector 81 ,234.0,11185.0,2092.09,Super Built up area 2092(194.35 sq.m.)Built Up area: 1760 sq.ft. (163.51 sq.m.)Carpet area: 1670 sq.ft. (155.15 sq.m.),2092.0,1760.0,1670.0,3,4,3+,14.0,South-East,Relatively New,2.0,1,0,0,0,0,111.0
flat,m3m capital,sector 113 ,257.0,15575.0,1650.08,Built Up area: 2060 (191.38 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),,2060.0,1650.0,4,5,3+,25.0,East,Under Construction,0.0,0,1,0,0,0,125.0
flat,bptp terra,sector 37d ,171.0,7804.0,2191.18,Built Up area: 2191 (203.55 sq.m.),,2191.0,,3,3,3+,7.0,South-West,Relatively New,0.0,0,1,0,0,0,45.0
flat,indiabulls enigma,sector 110 ,379.0,9895.0,3830.22,Super Built up area 3830(355.82 sq.m.),3830.0,,,5,5,3,4.0,South-West,Relatively New,0.0,1,0,0,0,1,61.0
flat,the lions cghs,sector 56 ,205.0,7884.0,2600.2,Built Up area: 2600 (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),,2600.0,2400.0,4,4,3+,7.0,West,Old Property,2.0,0,0,0,1,0,84.0
flat,m3m golfestate,sector 65 ,520.0,17455.0,2979.09,Super Built up area 2979(276.76 sq.m.),2979.0,,,3,3,3,18.0,North,Relatively New,2.0,1,1,0,0,0,128.0
flat,emaar mgf the palm drive,sector 66 ,320.0,17777.0,1800.08,Super Built up area 2200(204.39 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2200.0,,1800.0,3,3,3,12.0,South-West,Relatively New,2.0,1,1,1,1,0,131.0
flat,afnhb jalvayu vihar,sector 30 ,69.0,7272.0,948.84,Super Built up area 990(91.97 sq.m.),990.0,,,2,2,1,3.0,North-East,Old Property,0.0,0,0,0,0,0,49.0
flat,experion windchants,sector 112 ,375.0,13383.0,2802.06,Super Built up area 2802(260.31 sq.m.)Built Up area: 2225.56 sq.ft. (206.76 sq.m.),2802.0,2225.0,,3,3,2,21.0,West,Relatively New,2.0,1,0,0,0,0,114.0
flat,experion windchants,sector 112 ,365.0,12312.0,2964.59,Super Built up area 2802(260.31 sq.m.)Built Up area: 2225.56 sq.ft. (206.76 sq.m.),2802.0,2225.0,,3,4,3+,14.0,South,Relatively New,0.0,1,0,0,0,0,95.0
flat,experion windchants,sector 112 ,549.0,11584.0,4739.3,Super Built up area 4739(440.27 sq.m.)Built Up area: 3655.35 sq.ft. (339.59 sq.m.),4739.0,3655.0,,4,5,3+,5.0,South,Relatively New,0.0,1,0,0,0,0,37.0
flat,antriksh heights,sector 84 ,105.0,5011.0,2095.39,Super Built up area 2095(194.63 sq.m.),2095.0,,,4,4,3+,3.0,North,New Property,2.0,0,1,0,0,0,19.0
flat,sobha city,sector 108 ,335.0,13266.0,2525.25,Super Built up area 2072.9(192.58 sq.m.),2072.0,,,3,4,2,19.0,,New Property,2.0,0,0,0,0,0,49.0
flat,unitech uniworld gardens,sector 47 ,240.0,11505.0,2086.05,Super Built up area 2086(193.8 sq.m.),2086.0,,,3,3,3+,10.0,,Moderately Old,0.0,1,0,0,0,0,40.0
flat,park royal apartment,sector 56 ,171.0,7600.0,2250.0,Built Up area: 2251 (209.12 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),,2251.0,2250.0,3,3,3+,5.0,North-East,Moderately Old,2.0,1,0,0,0,0,38.0
flat,elan the presidential,sector 106 ,630.0,15384.0,4095.16,Super Built up area 4095(380.44 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4095.0,,3500.0,5,6,3+,10.0,North-East,Under Construction,2.0,0,0,0,0,0,97.0
flat,raheja atharva,sector 109 ,220.00000000000003,9490.0,2318.23,Carpet area: 2318 (215.35 sq.m.),,,2318.0,3,3,2,7.0,North,Moderately Old,0.0,1,0,0,0,0,128.0
flat,indiabulls enigma,sector 110 ,325.0,9558.0,3400.29,Super Built up area 3400(315.87 sq.m.),3400.0,,,4,4,3,11.0,South,Relatively New,0.0,1,0,0,0,1,165.0
flat,central park resorts,sector 48 ,1125.0,28266.0,3980.05,Carpet area: 3980 (369.75 sq.m.),,,3980.0,4,5,3+,2.0,North-West,Relatively New,2.0,1,0,1,0,0,158.0
flat,central park flower valley,sector 33,330.0,13750.0,2400.0,Carpet area: 2400 (222.97 sq.m.),,,2400.0,3,3,3,2.0,,Under Construction,0.0,1,1,1,1,0,102.0
flat,bestech park view residency,sector 2,151.0,7869.0,1918.92,Super Built up area 1920(178.37 sq.m.),1920.0,,,3,4,3+,7.0,South-West,Moderately Old,0.0,1,0,0,0,0,105.0
flat,emaar gurgaon greens,sector 102 ,138.0,13495.0,1022.6,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),1650.0,,1022.0,3,3,3,6.0,North-East,Relatively New,2.0,1,0,0,0,0,119.0
flat,emaar mgf the palm drive,sector 66 ,460.0,18400.0,2500.0,Super Built up area 3300(306.58 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),3300.0,,2500.0,3,3,3,11.0,North,Relatively New,2.0,1,1,1,1,0,167.0
flat,emaar gurgaon greens,sector 102 ,140.0,8484.0,1650.17,Super Built up area 1650(153.29 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),1650.0,,1200.0,3,3,3,9.0,South-West,Relatively New,0.0,1,0,0,0,0,115.0
flat,emaar mgf emerald floors premier,sector 65 ,350.0,17721.0,1975.06,Super Built up area 1975(183.48 sq.m.),1975.0,,,4,4,3,4.0,East,Relatively New,0.0,1,0,0,0,0,174.0
flat,mapsko royale ville,sector 82 ,99.0,5530.0,1790.24,Super Built up area 1790(166.3 sq.m.),1790.0,,,3,4,2,14.0,South-West,New Property,1.0,1,0,0,0,0,174.0
flat,emaar mgf emerald floors premier,sector 65 ,265.0,16060.0,1650.06,Carpet area: 1650 (153.29 sq.m.),,,1650.0,3,3,3,5.0,North,Relatively New,1.0,1,1,0,0,0,174.0
flat,unitech greenwood city,sector 45 ,240.0,12346.0,1943.95,Super Built up area 216(180.6 sq.m.),216.0,,,3,3,2,1.0,North-West,New Property,2.0,1,0,0,0,0,135.0
flat,ats tourmaline,sector 109 ,165.0,7674.0,2150.12,Super Built up area 2150(199.74 sq.m.),2150.0,,,3,3,3+,16.0,North-East,Relatively New,2.0,1,0,0,0,0,21.0
flat,railway officers rpf society,sector 9a ,125.0,6921.0,1806.1,Carpet area: 1806 (167.78 sq.m.),,,1806.0,4,3,3,1.0,,Old Property,2.0,1,0,0,0,0,121.0
flat,emaar digihomes,sector 62 ,400.0,14871.0,2689.8,Super Built up area 2588.79(240.51 sq.m.),2588.0,,,3,3,3,18.0,North,New Property,0.0,1,0,0,0,0,113.0
flat,emaar palm gardens,sector 83 ,180.0,9473.0,1900.14,Super Built up area 1900(176.52 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),1900.0,,1240.0,3,3,3,6.0,South,Relatively New,0.0,1,0,0,0,0,65.0
flat,tarc maceo,sector 91 ,175.0,11121.0,1573.6,Super Built up area 2724(253.07 sq.m.)Carpet area: 1573.59 sq.ft. (146.19 sq.m.),2724.0,,1573.0,4,3,3+,8.0,South,Relatively New,2.0,1,1,1,1,0,174.0
flat,emaar mgf emerald floors premier,sector 65 ,235.0,14242.0,1650.05,Built Up area: 1650 (153.29 sq.m.),,1650.0,,3,3,2,4.0,East,Relatively New,2.0,1,1,0,0,0,174.0
flat,pioneer urban presidia,sector 62 ,715.0,16486.0,4337.01,Super Built up area 4337(402.92 sq.m.),4337.0,,,4,5,3+,7.0,East,Relatively New,2.0,1,1,0,1,0,174.0
flat,emaar mgf palm hills,sector 77 ,164.0,8410.0,1950.06,Super Built up area 1950(181.16 sq.m.),1950.0,,,4,3,3,9.0,South,Relatively New,0.0,1,0,0,0,0,88.0
flat,emaar mgf emerald floors premier,sector 65 ,280.0,16969.0,1650.07,Super Built up area 1650(153.29 sq.m.),1650.0,,,3,3,2,3.0,East,Relatively New,2.0,1,0,0,0,0,72.0
flat,la lagune,sector 54 ,675.0,21360.0,3160.11,Super Built up area 3160(293.57 sq.m.)Built Up area: 2455 sq.ft. (228.08 sq.m.)Carpet area: 2240 sq.ft. (208.1 sq.m.),3160.0,2455.0,2240.0,4,6,3+,11.0,East,Moderately Old,0.0,1,0,0,0,0,165.0
flat,m3m merlin,sector 67 ,350.0,14583.0,2400.05,Super Built up area 2400(222.97 sq.m.)Carpet area: 2050 sq.ft. (190.45 sq.m.),2400.0,,2050.0,3,4,3,17.0,South-East,Relatively New,2.0,1,0,0,1,0,168.0
flat,m3m latitude,sector 65 ,460.0,26790.0,1717.06,Carpet area: 1717 (159.51 sq.m.),,,1717.0,3,3,3,7.0,South,New Property,0.0,1,1,1,1,0,159.0
flat,m3m skywalk,sector 74 ,225.0,12500.0,1800.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2000.0,1900.0,1800.0,3,3,3,5.0,North-East,Relatively New,0.0,0,1,0,0,0,133.0
flat,dlf the primus,sector 82a ,220.00000000000003,10516.0,2092.05,Super Built up area 2092(194.35 sq.m.),2092.0,,,3,3,3+,16.0,North-East,Relatively New,2.0,1,0,0,0,0,152.0
flat,dlf the primus,sector 82a ,285.0,10936.0,2606.07,Super Built up area 2606(242.11 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2606.0,,1800.0,4,4,3+,2.0,North-East,New Property,0.0,1,0,0,0,0,174.0
flat,dlf regal gardens,sector 90 ,176.0,7945.0,2215.23,Super Built up area 2215(205.78 sq.m.)Built Up area: 2020 sq.ft. (187.66 sq.m.)Carpet area: 1670 sq.ft. (155.15 sq.m.),2215.0,2020.0,1670.0,4,4,3+,8.0,North,Relatively New,0.0,0,0,0,0,0,67.0
flat,paras dews,sector 106 ,100.0,7220.0,1385.04,Super Built up area 1385(128.67 sq.m.)Built Up area: 940 sq.ft. (87.33 sq.m.)Carpet area: 845 sq.ft. (78.5 sq.m.),1385.0,940.0,845.0,2,2,3+,2.0,North-East,New Property,0.0,0,0,0,0,0,84.0
flat,pioneer park,sector 61 ,360.0,12627.0,2851.03,Super Built up area 2851(264.87 sq.m.),2851.0,,,4,4,3,3.0,North,Moderately Old,0.0,1,0,0,0,0,79.0
flat,ss the leaf,sector 85 ,178.0,7392.0,2408.01,Super Built up area 2408(223.71 sq.m.),2408.0,,,3,4,3+,6.0,West,New Property,1.0,0,0,0,1,0,119.0
flat,chd avenue,sector 71 ,98.0,6049.0,1620.1,Super Built up area 1620(150.5 sq.m.),1620.0,,,3,3,3,0.0,South-East,Moderately Old,2.0,0,1,0,0,0,165.0
flat,ireo skyon,sector 60 ,282.0,12818.0,2200.03,Super Built up area 2403(223.25 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),2403.0,2400.0,2200.0,3,3,3,2.0,South-East,Relatively New,2.0,1,0,0,0,0,49.0
flat,tata primanti,sector 72 ,321.0,16050.0,2000.0,Super Built up area 2185(202.99 sq.m.)Built Up area: 2140 sq.ft. (198.81 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),2185.0,2140.0,2000.0,3,4,3+,15.0,North-East,Relatively New,2.0,1,0,0,0,0,49.0
flat,la vida by tata housing,sector 113 ,190.0,18500.0,1027.03,Super Built up area 1579(146.69 sq.m.)Carpet area: 1027 sq.ft. (95.41 sq.m.),1579.0,,1027.0,3,2,2,10.0,North-East,Relatively New,2.0,0,0,1,0,0,49.0
flat,dlf regal gardens,sector 90 ,119.0,5505.0,2161.67,Super Built up area 1726(160.35 sq.m.),1726.0,,,3,3,2,11.0,South-East,Relatively New,0.0,0,0,0,0,1,165.0
flat,bestech park view ananda,sector 81 ,135.0,7541.0,1790.21,Super Built up area 1790(166.3 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),1790.0,,1130.0,3,3,3+,10.0,North-East,Moderately Old,2.0,0,0,0,1,0,124.0
flat,tulip purple,sector 69 ,180.0,9000.0,2000.0,Super Built up area 2400(222.97 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),2400.0,2200.0,2000.0,4,5,3+,4.0,North-East,Relatively New,0.0,1,0,0,0,0,141.0
flat,indiabulls centrum park,sector 103 ,135.0,7541.0,1790.21,Super Built up area 1790(166.3 sq.m.),1790.0,,,3,3,3+,3.0,North-East,Relatively New,2.0,0,1,0,0,0,174.0
flat,sbtl caladium,sector 109 ,170.0,6679.0,2545.29,Super Built up area 2545(236.44 sq.m.),2545.0,,,3,3,3+,9.0,North-East,Relatively New,2.0,1,0,0,0,0,174.0
flat,vatika the seven lamps,sector 82 ,160.0,6597.0,2425.34,Super Built up area 2425(225.29 sq.m.),2425.0,,,4,5,3+,8.0,South-West,Relatively New,2.0,1,0,0,0,0,174.0
flat,ireo skyon,sector 60 ,265.0,13125.0,2019.05,Super Built up area 2045(189.99 sq.m.)Built Up area: 2037 sq.ft. (189.24 sq.m.)Carpet area: 2019 sq.ft. (187.57 sq.m.),2045.0,2037.0,2019.0,3,4,3+,7.0,North-East,Moderately Old,2.0,1,0,0,0,0,82.0
flat,orris carnation residency,sector 85 ,54.99,5788.0,950.07,Super Built up area 1115(103.59 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),1115.0,1050.0,950.0,2,2,2,5.0,North-East,Relatively New,0.0,0,0,0,0,1,137.0
flat,emaar gurgaon greens,sector 102 ,140.0,13690.0,1022.64,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),1650.0,,1022.0,3,3,3,7.0,East,Relatively New,0.0,1,0,0,0,0,137.0
flat,bestech park view residency,sector 2,126.0,8051.0,1565.02,Super Built up area 1565(145.39 sq.m.),1565.0,,,2,2,3,7.0,South-East,Moderately Old,0.0,0,1,0,0,0,137.0
flat,m3m woodshire,sector 107 ,170.0,6141.0,2768.28,Super Built up area 2768(257.16 sq.m.),2768.0,,,4,5,3+,9.0,South,Relatively New,0.0,1,0,0,0,0,81.0
flat,ambience creacions,sector 22 ,410.0,28101.0,1459.02,Super Built up area 2781(258.36 sq.m.)Carpet area: 1459 sq.ft. (135.55 sq.m.),2781.0,,1459.0,3,3,3+,2.0,North-East,New Property,0.0,0,0,0,0,0,49.0
flat,indiabulls centrum park,sector 103 ,101.0,8080.0,1250.0,Super Built up area 1423(132.2 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),1423.0,,1250.0,2,2,3,5.0,West,Relatively New,0.0,0,0,0,1,0,49.0
flat,pareena coban residences,sector 99a ,145.0,7260.0,1997.25,Super Built up area 1997(185.53 sq.m.),1997.0,,,3,5,3,11.0,,Relatively New,0.0,1,0,0,0,1,49.0
flat,parsvnath green ville,sector 48 ,160.0,8376.0,1910.22,Super Built up area 1910(177.44 sq.m.)Built Up area: 1895 sq.ft. (176.05 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),1910.0,1895.0,1800.0,3,3,3+,8.0,North,Old Property,0.0,0,0,0,0,1,144.0
flat,emaar mgf the palm drive,sector 66 ,299.0,14950.0,2000.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),2000.0,1800.0,1500.0,3,3,3,7.0,East,Relatively New,0.0,1,0,0,0,0,107.0
flat,conscient heritage max,sector 102 ,190.0,9783.0,1942.14,Super Built up area 1942(180.42 sq.m.),1942.0,,,3,4,3+,20.0,North-East,Relatively New,2.0,1,0,0,0,0,15.0
flat,emaar mgf emerald estate,sector 65 ,175.0,12544.0,1395.09,Super Built up area 1395(129.6 sq.m.)Carpet area: 809 sq.ft. (75.16 sq.m.),1395.0,,809.0,3,3,3,10.0,North-East,Relatively New,2.0,1,0,0,0,0,88.0
flat,dlf regal gardens,sector 90 ,130.0,7150.0,1818.18,Super Built up area 1818(168.9 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),1818.0,1700.0,1400.0,3,3,3+,7.0,South,Relatively New,2.0,0,0,0,0,0,120.0
flat,ireo victory valley,sector 67 ,295.0,12235.0,2411.12,Super Built up area 2411(223.99 sq.m.)Carpet area: 1906 sq.ft. (177.07 sq.m.),2411.0,,1906.0,3,3,3,10.0,North-West,Relatively New,0.0,1,0,0,0,0,51.0
flat,m3m merlin,sector 67 ,340.0,14418.0,2358.16,Super Built up area 2358(219.07 sq.m.)Carpet area: 1708 sq.ft. (158.68 sq.m.),2358.0,,1708.0,3,4,3,16.0,North-West,Relatively New,0.0,1,0,0,0,0,31.0
flat,m3m merlin,sector 67 ,332.0,14079.0,2358.12,Super Built up area 2358(219.07 sq.m.)Carpet area: 1709 sq.ft. (158.77 sq.m.),2358.0,,1709.0,3,4,3,8.0,North-West,New Property,2.0,1,0,0,0,0,82.0
flat,bestech park view residency,sector 2,95.0,6713.0,1415.16,Super Built up area 1415(131.46 sq.m.),1415.0,,,2,2,3,1.0,North-East,Moderately Old,0.0,0,0,0,0,0,72.0
flat,m3m skywalk,sector 74 ,155.0,13790.0,1124.0,Super Built up area 1406(130.62 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1124 sq.ft. (104.42 sq.m.),1406.0,1300.0,1124.0,2,2,3+,18.0,South,Relatively New,0.0,0,0,0,0,1,72.0
flat,m3m skywalk,sector 74 ,154.0,10814.0,1424.08,Super Built up area 1424(132.29 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1139 sq.ft. (105.82 sq.m.),1424.0,1200.0,1139.0,2,2,3+,15.0,South-East,Relatively New,0.0,0,0,0,0,1,46.0
flat,m3m skywalk,sector 74 ,245.00000000000003,12140.0,2018.12,Super Built up area 2018(187.48 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1614 sq.ft. (149.95 sq.m.),2018.0,1800.0,1614.0,3,3,3+,25.0,South-West,Relatively New,0.0,0,1,0,0,0,137.0
flat,puri emerald bay,sector 104 ,260.0,15160.0,1715.04,Super Built up area 2450(227.61 sq.m.)Carpet area: 1715 sq.ft. (159.33 sq.m.),2450.0,,1715.0,3,4,3+,5.0,,Relatively New,0.0,1,1,0,0,0,159.0
flat,ss the leaf,sector 85 ,183.0,7610.0,2404.73,Super Built up area 2408(223.71 sq.m.)Built Up area: 1925 sq.ft. (178.84 sq.m.)Carpet area: 1875 sq.ft. (174.19 sq.m.),2408.0,1925.0,1875.0,3,4,3,9.0,North-East,Relatively New,0.0,0,0,0,0,0,152.0
flat,ss the leaf,sector 85 ,109.0,6661.0,1636.39,Super Built up area 1640(152.36 sq.m.)Built Up area: 1475 sq.ft. (137.03 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),1640.0,1475.0,1350.0,2,2,3,5.0,North-East,Relatively New,2.0,0,0,0,0,0,165.0
flat,ss the leaf,sector 85 ,187.0,7780.0,2403.6,Super Built up area 2408(223.71 sq.m.)Built Up area: 2225 sq.ft. (206.71 sq.m.)Carpet area: 2175 sq.ft. (202.06 sq.m.),2408.0,2225.0,2175.0,3,4,3,7.0,North-East,Relatively New,2.0,0,0,0,0,0,174.0
flat,ss the leaf,sector 85 ,105.0,6163.0,1703.72,Super Built up area 1671(155.24 sq.m.),1671.0,,,2,2,3+,7.0,West,Relatively New,2.0,0,0,0,1,0,151.0
flat,ss the leaf,sector 85 ,177.0,7350.0,2408.16,Super Built up area 2408(223.71 sq.m.),2408.0,,,3,4,3+,7.0,South-West,New Property,2.0,0,0,0,1,0,157.0
flat,m3m skywalk,sector 74 ,220.00000000000003,10901.0,2018.16,Super Built up area 2018(187.48 sq.m.),2018.0,,,3,3,3,12.0,,New Property,0.0,0,1,0,0,0,49.0
flat,ansal api celebrity suites,sector 2 ,60.0,8163.0,735.02,Super Built up area 735(68.28 sq.m.),735.0,,,1,1,1,5.0,North-East,Moderately Old,0.0,0,0,0,0,0,49.0
