property_type,society,sector,price_in_lacs,price_per_sqft_inrs,area,areaWithType,super_builtup,builtup,carpet_area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,furnish_type,servant_room,study room,pooja room,store_room,others,luxury_score
flat,signature global park,sohna road,70.0,6071.0,1153.02,Carpet area: 1153 (107.12 sq.m.),,,1153.0,3,3,3,2.0,North,Relatively New,2.0,0,0,1,0,0,156.0
flat,signature global park,sohna road,53.2,6295.0,845.12,Carpet area: 845 (78.5 sq.m.),,,845.0,2,2,2,1.0,East,Relatively New,2.0,0,0,1,0,0,174.0
flat,signature global park,sohna road,52.0,6326.0,822.0,Carpet area: 822 (76.37 sq.m.),,,822.0,2,2,2,3.0,North-West,Relatively New,0.0,0,0,1,0,0,49.0
flat,signature global park,sohna road,90.5,6289.0,1439.02,Carpet area: 1439 (133.69 sq.m.),,,1439.0,3,3,3,1.0,West,Relatively New,2.0,0,0,1,0,0,165.0
flat,signature global park,sohna road,52.5,6386.0,822.11,Carpet area: 822 (76.37 sq.m.),,,822.0,2,2,2,2.0,North-East,Relatively New,2.0,0,0,1,0,0,174.0
flat,corona optus,sector 37c ,120.0,6916.0,1735.11,Super Built up area 1735(161.19 sq.m.)Built Up area: 1635 sq.ft. (151.9 sq.m.)Carpet area: 1535 sq.ft. (142.61 sq.m.),1735.0,1635.0,1535.0,3,4,3,8.0,South-West,Relatively New,2.0,0,0,0,0,0,165.0
flat,corona optus,sector 37c ,122.0,6912.0,1765.05,Super Built up area 1765(163.97 sq.m.)Built Up area: 1665 sq.ft. (154.68 sq.m.)Carpet area: 1565 sq.ft. (145.39 sq.m.),1765.0,1665.0,1565.0,3,4,3,5.0,South-East,Relatively New,2.0,0,0,0,0,0,156.0
flat,corona optus,sector 37c ,140.0,7035.0,1990.05,Super Built up area 1990(184.88 sq.m.)Built Up area: 1890 sq.ft. (175.59 sq.m.)Carpet area: 1790 sq.ft. (166.3 sq.m.),1990.0,1890.0,1790.0,3,3,3+,4.0,South,Relatively New,2.0,1,0,0,0,0,174.0
flat,eldeco accolade,sohna road,73.0,5752.0,1269.12,Super Built up area 1269(117.89 sq.m.),1269.0,,,2,2,3,9.0,North-East,Relatively New,2.0,0,0,1,0,0,156.0
flat,eldeco accolade,sohna road,72.5,4975.0,1457.29,Super Built up area 1457(135.36 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),1457.0,,849.0,2,2,3+,12.0,East,Relatively New,0.0,0,1,0,0,0,174.0
flat,eldeco accolade,sohna road,72.5,5735.0,1264.17,Carpet area: 1264 (117.43 sq.m.),,,1264.0,2,2,3,8.0,West,Relatively New,0.0,0,0,0,0,0,158.0
flat,signature global park,sohna road,72.5,5991.0,1210.15,Super Built up area 1210(112.41 sq.m.),1210.0,,,2,2,3,3.0,North-West,Relatively New,1.0,0,0,1,0,0,174.0
flat,signature global park,sohna road,53.5,6331.0,845.05,Carpet area: 845 (78.5 sq.m.),,,845.0,2,2,2,4.0,West,Relatively New,2.0,0,0,1,0,0,49.0
flat,signature global park,sohna road,67.0,5537.0,1210.04,Super Built up area 1210(112.41 sq.m.),1210.0,,,2,2,3,4.0,North-East,Relatively New,0.0,0,0,1,0,0,165.0
flat,signature global park,sohna road,78.0,6446.0,1210.05,Carpet area: 1210 (112.41 sq.m.),,,1210.0,3,3,3,3.0,South-West,Relatively New,2.0,0,0,1,0,0,151.0
flat,signature global park,sohna road,65.0,5637.0,1153.1,Super Built up area 1153(107.12 sq.m.),1153.0,,,2,2,2,2.0,North-West,Relatively New,0.0,0,0,1,0,0,165.0
flat,puri diplomatic greens,sector 111 ,350.0,11864.0,2950.1,Super Built up area 2950(274.06 sq.m.)Built Up area: 2700 sq.ft. (250.84 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),2950.0,2700.0,2500.0,4,5,3+,10.0,North-East,Relatively New,0.0,1,0,0,0,0,165.0
flat,ireo uptown,sector 66 ,485.0,12999.0,3731.06,Super Built up area 3731(346.62 sq.m.)Built Up area: 3500 sq.ft. (325.16 sq.m.)Carpet area: 3300 sq.ft. (306.58 sq.m.),3731.0,3500.0,3300.0,4,4,3+,15.0,North,Relatively New,0.0,1,1,1,1,0,165.0
flat,dlf new town heights,sector 90 ,190.0,6967.0,2727.14,Super Built up area 2727(253.35 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),2727.0,,2300.0,4,4,3+,19.0,North-East,Relatively New,0.0,1,0,0,1,0,156.0
flat,pareena coban residences,sector 99a ,156.0,7811.0,1997.18,Super Built up area 1997(185.53 sq.m.),1997.0,,,3,5,3,4.0,North-East,New Property,0.0,1,0,0,0,1,49.0
flat,tata primanti,sector 72 ,400.0,13769.0,2905.08,Super Built up area 2905(269.88 sq.m.)Built Up area: 2800 sq.ft. (260.13 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),2905.0,2800.0,2500.0,4,5,3+,9.0,North-East,Relatively New,2.0,1,0,0,0,0,42.0
flat,m3m merlin,sector 67 ,300.0,14655.0,2047.08,Super Built up area 2047(190.17 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2047.0,1900.0,1800.0,3,3,3+,4.0,North-East,Relatively New,0.0,0,0,0,1,0,174.0
flat,tata primanti,sector 72 ,330.0,15384.0,2145.09,Super Built up area 2145(199.28 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2145.0,2000.0,1800.0,3,3,3+,10.0,North-East,Relatively New,0.0,1,0,0,0,0,174.0
flat,emaar mgf the enclave,sector 66 ,210.0,12352.0,1700.13,Super Built up area 1920(178.37 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),1920.0,1800.0,1700.0,3,4,2,12.0,North-East,Relatively New,2.0,1,0,0,0,0,96.0
flat,emaar mgf the enclave,sector 66 ,190.0,10555.0,1800.09,Super Built up area 1920(178.37 sq.m.)Built Up area: 1850 sq.ft. (171.87 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),1920.0,1850.0,1800.0,3,4,2,8.0,North-East,Relatively New,0.0,1,0,0,0,0,158.0
flat,ireo uptown,sector 66 ,240.0,13064.0,1837.11,Super Built up area 1837(170.66 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),1837.0,1700.0,1600.0,3,2,3,5.0,North-East,Relatively New,0.0,1,0,0,0,0,158.0
flat,m3m skywalk,sector 74 ,152.0,13342.0,1139.26,Super Built up area 1400(130.06 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.)Carpet area: 1139.2 sq.ft. (105.84 sq.m.),1400.0,1250.0,1139.0,2,2,3,6.0,South-East,Relatively New,0.0,0,0,0,1,0,158.0
flat,m3m skywalk,sector 74 ,148.0,12333.0,1200.03,Super Built up area 1400(130.06 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),1400.0,1300.0,1200.0,2,2,3,13.0,North-East,Relatively New,2.0,0,0,0,1,0,96.0
flat,bestech park view grand spa,sector 81 ,229.0,8609.0,2660.01,Super Built up area 2660(247.12 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),2660.0,,2000.0,3,4,3+,10.0,North-East,Relatively New,2.0,1,1,0,0,0,96.0
flat,ireo the grand arch,sector 58 ,400.0,18484.0,2164.03,Super Built up area 2164(201.04 sq.m.),2164.0,,,3,4,3,5.0,North-West,Old Property,2.0,1,0,0,0,0,174.0
flat,indiabulls enigma,sector 110 ,360.0,10588.0,3400.08,Super Built up area 3400(315.87 sq.m.),3400.0,,,4,5,3,7.0,North,Relatively New,0.0,1,0,0,0,0,121.0
flat,suncity vatsal valley,gwal pahari,138.0,9650.0,1430.05,Super Built up area 1430(132.85 sq.m.),1430.0,,,3,3,2,1.0,East,Relatively New,2.0,0,0,0,0,0,156.0
flat,ats kocoon,sector 109 ,220.00000000000003,10501.0,2095.04,Super Built up area 2095(194.63 sq.m.)Built Up area: 1860 sq.ft. (172.8 sq.m.),2095.0,1860.0,,3,4,3,13.0,West,Relatively New,0.0,1,0,0,0,0,158.0
flat,indiabulls enigma,sector 110 ,449.0,11572.0,3880.06,Super Built up area 3880(360.46 sq.m.),3880.0,,,5,5,3+,4.0,North-East,Relatively New,0.0,1,0,0,0,0,158.0
flat,indiabulls enigma,sector 110 ,349.0,10264.0,3400.23,Super Built up area 3400(315.87 sq.m.),3400.0,,,4,5,3,7.0,North-West,Relatively New,0.0,1,0,0,0,0,158.0
flat,indiabulls enigma,sector 110 ,370.0,10882.0,3400.11,Super Built up area 3400(315.87 sq.m.),3400.0,,,4,5,3,7.0,South-West,Relatively New,0.0,1,0,0,0,0,158.0
flat,emaar gurgaon greens,sector 102 ,142.0,8606.0,1650.01,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022 sq.ft. (94.95 sq.m.),1650.0,,1022.0,3,3,3,4.0,North,Relatively New,0.0,0,0,0,0,1,158.0
flat,ireo victory valley,sector 67 ,450.0,14097.0,3192.17,Super Built up area 3192(296.55 sq.m.)Built Up area: 3160 sq.ft. (293.57 sq.m.)Carpet area: 3000 sq.ft. (278.71 sq.m.),3192.0,3160.0,3000.0,4,4,3+,0.0,North,Relatively New,0.0,1,0,1,0,0,103.0
flat,ats triumph,sector 104 ,185.0,8078.0,2290.17,Super Built up area 2290(212.75 sq.m.),2290.0,,,3,3,3+,24.0,East,Relatively New,2.0,1,0,0,0,0,149.0
flat,ats triumph,sector 104 ,262.0,8317.0,3150.17,Super Built up area 3150(292.64 sq.m.),3150.0,,,4,4,3+,14.0,North,Relatively New,0.0,1,0,0,0,0,128.0
flat,vatika gurgaon,sector 83 ,110.0,6162.0,1785.13,Super Built up area 1785(165.83 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),1785.0,1600.0,1500.0,3,3,3+,5.0,North-West,Relatively New,1.0,0,0,0,0,0,31.0
flat,godrej,sector 79 ,133.0,8531.0,1559.02,Super Built up area 1559(144.84 sq.m.),1559.0,,,2,2,3,6.0,North-West,Relatively New,2.0,0,1,0,0,0,96.0
flat,godrej,sector 79 ,134.0,8524.0,1572.03,Super Built up area 1572(146.04 sq.m.),1572.0,,,2,2,3,2.0,North-West,Relatively New,1.0,0,1,0,0,0,58.0
flat,godrej,sector 79 ,118.0,8532.0,1383.03,Super Built up area 1383(128.48 sq.m.),1383.0,,,2,2,3,7.0,North-West,Relatively New,0.0,0,0,0,0,0,137.0
flat,vatika gurgaon,sector 83 ,95.0,6574.0,1445.09,Super Built up area 1445(134.24 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),1445.0,1300.0,1200.0,2,2,3,5.0,South,Relatively New,2.0,0,0,0,0,0,26.0
flat,vatika gurgaon,sector 83 ,98.0,8166.0,1200.1,Super Built up area 1445(134.24 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),1445.0,1300.0,1200.0,2,2,3,5.0,South,Relatively New,2.0,0,0,0,0,0,26.0
flat,paras dews,sector 106 ,115.0,6534.0,1760.02,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),1760.0,1186.0,1130.0,3,4,3+,12.0,East,Relatively New,2.0,1,1,0,0,0,49.0
flat,tulip white,sector 69 ,90.0,6787.0,1326.06,Carpet area: 1326 (123.19 sq.m.),,,1326.0,3,2,3,6.0,North-East,Relatively New,1.0,0,0,1,0,0,53.0
flat,ats triumph,sector 104 ,252.0,8000.0,3150.0,Super Built up area 3150(292.64 sq.m.)Built Up area: 2800 sq.ft. (260.13 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),3150.0,2800.0,2400.0,4,4,3+,19.0,North-East,Relatively New,2.0,1,0,0,1,0,67.0
flat,godrej,sector 79 ,201.0,8495.0,2366.1,Super Built up area 2366(219.81 sq.m.),2366.0,,,3,4,3+,6.0,East,Relatively New,0.0,1,0,0,0,0,53.0
flat,godrej,sector 79 ,193.0,8532.0,2262.07,Super Built up area 2262(210.15 sq.m.),2262.0,,,3,4,3+,5.0,East,Relatively New,0.0,1,0,0,0,0,38.0
flat,godrej,sector 79 ,128.0,8504.0,1505.17,Super Built up area 1505(139.82 sq.m.),1505.0,,,3,3,3,7.0,North-East,Relatively New,2.0,0,0,0,0,0,47.0
flat,godrej,sector 79 ,191.0,8511.0,2244.15,Super Built up area 2244(208.47 sq.m.),2244.0,,,3,4,3+,7.0,North-East,Relatively New,2.0,1,0,0,0,0,33.0
flat,godrej,sector 79 ,134.0,8524.0,1572.03,Super Built up area 1572(146.04 sq.m.),1572.0,,,3,3,3,7.0,East,Relatively New,2.0,0,0,0,0,0,105.0
flat,ats kocoon,sector 109 ,170.0,12878.0,1320.08,Super Built up area 1745(162.12 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1320 sq.ft. (122.63 sq.m.),1745.0,1550.0,1320.0,3,3,3,22.0,East,Relatively New,2.0,0,0,0,0,0,104.0
flat,emaar mgf the palm drive,sector 66 ,350.0,15909.0,2200.01,Super Built up area 2200(204.39 sq.m.)Built Up area: 2125 sq.ft. (197.42 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),2200.0,2125.0,2000.0,3,3,3,7.0,North-East,Moderately Old,2.0,1,0,0,1,0,89.0
flat,bestech park view sanskruti,sector 92 ,183.0,7870.0,2325.29,Super Built up area 2325(216 sq.m.),2325.0,,,4,3,3,8.0,East,New Property,2.0,1,0,0,0,0,104.0
flat,dlf new town heights,sector 90 ,125.0,8638.0,1447.09,Carpet area: 1447 (134.43 sq.m.),,,1447.0,3,4,3+,0.0,North-West,Old Property,0.0,1,0,0,0,0,49.0
flat,emaar palm gardens,sector 83 ,180.0,12000.0,1500.0,Carpet area: 1500 (139.35 sq.m.),,,1500.0,3,4,3+,6.0,South-West,Relatively New,0.0,1,0,0,0,0,167.0
flat,emaar palm gardens,sector 83 ,140.0,9675.0,1447.03,Super Built up area 1720(159.79 sq.m.)Carpet area: 1447 sq.ft. (134.43 sq.m.),1720.0,,1447.0,3,3,3,11.0,North,Relatively New,0.0,1,0,0,0,0,165.0
flat,m3m skywalk,sector 74 ,154.0,11000.0,1400.0,Super Built up area 1400(130.06 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),1400.0,1200.0,1100.0,2,2,3+,22.0,South,Relatively New,0.0,0,0,0,0,1,49.0
flat,vipul belmonte,sector 53 ,600.0,24489.0,2450.08,Super Built up area 2450(227.61 sq.m.),2450.0,,,3,4,3+,6.0,North-West,Moderately Old,0.0,1,0,0,0,1,39.0
flat,dlf park place,sector 54 ,485.0,25866.0,1875.05,Super Built up area 1875(174.19 sq.m.),1875.0,,,3,4,3+,25.0,South-East,Relatively New,0.0,1,0,0,0,0,71.0
flat,dlf park place,sector 54 ,486.00000000000006,25920.0,1875.0,Super Built up area 1875(174.19 sq.m.),1875.0,,,3,4,3+,7.0,West,Relatively New,0.0,1,0,0,0,0,49.0
flat,central park resorts,sector 48 ,515.0,20900.0,2464.11,Super Built up area 2464(228.91 sq.m.)Built Up area: 2364 sq.ft. (219.62 sq.m.)Carpet area: 2264 sq.ft. (210.33 sq.m.),2464.0,2364.0,2264.0,3,3,3+,8.0,North-West,Moderately Old,0.0,1,0,0,0,0,49.0
flat,central park resorts,sector 48 ,930.0,24926.0,3731.04,Super Built up area 3931(365.2 sq.m.)Built Up area: 3831 sq.ft. (355.91 sq.m.)Carpet area: 3731 sq.ft. (346.62 sq.m.),3931.0,3831.0,3731.0,4,4,3+,10.0,North-East,Moderately Old,0.0,1,1,1,1,0,49.0
flat,bestech park view city,sector 48 ,178.0,10022.0,1776.09,Super Built up area 1776(165 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),1776.0,,1300.0,3,4,2,5.0,,Relatively New,0.0,0,1,1,0,0,49.0
flat,vatika city,sector 49 ,179.0,12785.0,1400.08,Carpet area: 1400 (130.06 sq.m.),,,1400.0,3,3,3,9.0,,Old Property,0.0,1,0,0,0,0,49.0
flat,siddhi vinayak apartments,sector 55 ,144.0,9600.0,1500.0,Super Built up area 1850(171.87 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),1850.0,1700.0,1500.0,3,3,2,6.0,South,Moderately Old,0.0,0,0,0,0,1,49.0
flat,madhur jeevan apartments,sector 56 ,159.0,8594.0,1850.13,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),2000.0,1900.0,1850.0,4,3,3+,3.0,North,Old Property,0.0,0,0,0,0,1,49.0
flat,the lions cghs,sector 56 ,199.0,11055.0,1800.09,Super Built up area 2400(222.97 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2400.0,2000.0,1800.0,4,4,3+,4.0,East,Old Property,0.0,0,0,1,0,1,49.0
flat,professors enclave cghs,sector 56 ,154.0,8324.0,1850.07,Super Built up area 2000(185.81 sq.m.)Built Up area: 1920 sq.ft. (178.37 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),2000.0,1920.0,1850.0,3,3,2,6.0,South,Old Property,0.0,1,0,1,0,0,49.0
flat,guru gram haryana cghs,sector 56 ,139.0,8424.0,1650.05,Super Built up area 1850(171.87 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),1850.0,1750.0,1650.0,3,2,3,6.0,South,Old Property,0.0,1,0,1,0,0,49.0
flat,park view apartment,sector 56 ,174.0,7565.0,2300.07,Super Built up area 2450(227.61 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),2450.0,2400.0,2300.0,3,3,3+,2.0,South,Old Property,0.0,1,0,1,0,0,49.0
flat,shapoorji pallonji joyville gurugram,sector 102 ,128.0,10534.0,1215.11,Super Built up area 1215(112.88 sq.m.),1215.0,,,2,2,3,10.0,East,Relatively New,0.0,0,0,0,0,0,42.0
flat,ats tourmaline,sector 109 ,172.0,8000.0,2150.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 1797 sq.ft. (166.95 sq.m.),2150.0,1797.0,,3,4,3+,7.0,South-West,Relatively New,0.0,1,0,0,0,0,49.0
flat,ats tourmaline,sector 109 ,150.0,8571.0,1750.09,Super Built up area 1750(162.58 sq.m.)Built Up area: 1466 sq.ft. (136.2 sq.m.),1750.0,1466.0,,3,3,3+,7.0,North-East,Relatively New,0.0,0,0,0,0,0,49.0
flat,shapoorji pallonji joyville gurugram,sector 102 ,141.0,10307.0,1368.0,Super Built up area 1368(127.09 sq.m.),1368.0,,,2,2,3,0.0,North-East,Relatively New,0.0,0,0,0,0,1,49.0
flat,ats tourmaline,sector 109 ,150.0,6976.0,2150.23,Super Built up area 2150(199.74 sq.m.)Built Up area: 1797 sq.ft. (166.95 sq.m.)Carpet area: 1670 sq.ft. (155.15 sq.m.),2150.0,1797.0,1670.0,3,4,3+,4.0,North-West,Relatively New,0.0,1,0,0,0,0,49.0
flat,ats tourmaline,sector 109 ,145.0,6744.0,2150.06,Super Built up area 2150(199.74 sq.m.)Built Up area: 1797 sq.ft. (166.95 sq.m.)Carpet area: 1660 sq.ft. (154.22 sq.m.),2150.0,1797.0,1660.0,3,4,3+,4.0,North-West,Relatively New,0.0,1,0,0,0,0,49.0
flat,ss the leaf,sector 85 ,213.0,7574.0,2812.25,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),2812.0,2600.0,2200.0,4,4,3,2.0,North,Relatively New,0.0,0,0,0,0,0,40.0
flat,ss the leaf,sector 85 ,200.0,8305.0,2408.19,Super Built up area 2408(223.71 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),2408.0,2300.0,2200.0,3,4,3,6.0,North,Relatively New,0.0,1,0,0,0,0,35.0
flat,ss the leaf,sector 85 ,210.0,7467.0,2812.37,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),2812.0,2600.0,2400.0,4,4,3,7.0,North,Relatively New,0.0,1,1,1,0,0,40.0
flat,ss the leaf,sector 85 ,213.0,7574.0,2812.25,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),2812.0,2600.0,2400.0,4,4,3,6.0,North,Relatively New,0.0,0,0,0,0,0,49.0
flat,ss the leaf,sector 85 ,125.0,7179.0,1741.19,Super Built up area 1741(161.74 sq.m.)Built Up area: 1730 sq.ft. (160.72 sq.m.)Carpet area: 1720 sq.ft. (159.79 sq.m.),1741.0,1730.0,1720.0,2,2,3,10.0,South-East,Relatively New,2.0,0,0,0,0,0,174.0
flat,ss the leaf,sector 83 ,119.0,7225.0,1647.06,Super Built up area 1640(152.36 sq.m.)Built Up area: 1630 sq.ft. (151.43 sq.m.)Carpet area: 1620 sq.ft. (150.5 sq.m.),1640.0,1630.0,1620.0,2,2,3,4.0,South-East,Relatively New,2.0,0,0,0,0,0,79.0
flat,ss the leaf,sector 85 ,117.0,7001.0,1671.19,Super Built up area 1671(155.24 sq.m.)Built Up area: 1660 sq.ft. (154.22 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),1671.0,1660.0,1650.0,2,2,3,11.0,East,Relatively New,2.0,0,0,0,0,0,174.0
flat,ss,sector 85 ,209.0,7432.0,2812.16,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),2812.0,2600.0,2400.0,4,4,3,8.0,South-East,Relatively New,2.0,1,1,1,0,0,174.0
flat,ss,sector 85 ,217.0,7716.0,2812.34,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),2812.0,2600.0,2400.0,4,4,3,7.0,North,Relatively New,0.0,1,1,1,0,0,16.0
flat,ss,sector 85 ,214.0,7610.0,2812.09,Super Built up area 2812(261.24 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),2812.0,2300.0,2000.0,4,4,3,6.0,North,Relatively New,2.0,1,1,1,0,0,140.0
flat,ss,sector 85 ,210.0,7467.0,2812.37,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),2812.0,2600.0,2400.0,4,4,3,2.0,North-West,Relatively New,2.0,0,0,0,0,0,104.0
flat,ss,sector 85 ,198.0,8222.0,2408.17,Super Built up area 2408(223.71 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),2408.0,2300.0,2200.0,3,4,3,6.0,West,Relatively New,0.0,0,0,0,0,0,16.0
flat,ss the leaf,sector 85 ,124.0,7122.0,1741.08,Super Built up area 1741(161.74 sq.m.)Built Up area: 1730 sq.ft. (160.72 sq.m.)Carpet area: 1720 sq.ft. (159.79 sq.m.),1741.0,1730.0,1720.0,2,2,3,10.0,West,Relatively New,2.0,0,0,0,0,0,66.0
flat,ss,sector 85 ,118.0,7170.0,1645.75,Super Built up area 1640(152.36 sq.m.)Built Up area: 1630 sq.ft. (151.43 sq.m.)Carpet area: 1620 sq.ft. (150.5 sq.m.),1640.0,1630.0,1620.0,2,2,3,4.0,West,Relatively New,2.0,0,0,0,0,0,60.0
flat,ss,sector 85 ,120.0,7151.0,1678.09,Super Built up area 1671(155.24 sq.m.)Built Up area: 1660 sq.ft. (154.22 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),1671.0,1660.0,1650.0,2,2,3,15.0,North-East,Relatively New,2.0,0,0,0,0,0,60.0
flat,ss,sector 85 ,119.0,7121.0,1671.11,Super Built up area 1671(155.24 sq.m.)Built Up area: 1670 sq.ft. (155.15 sq.m.)Carpet area: 1660 sq.ft. (154.22 sq.m.),1671.0,1670.0,1660.0,2,2,3,11.0,West,Relatively New,2.0,0,0,0,0,0,60.0
flat,orchid petals,sector 49 ,209.0,11578.0,1805.15,Super Built up area 1805(167.69 sq.m.),1805.0,,,3,3,3,0.0,South,Relatively New,2.0,0,0,0,0,0,119.0
flat,orchid petals,sector 49 ,245.00000000000003,11887.0,2061.08,Super Built up area 2061(191.47 sq.m.),2061.0,,,3,3,3,0.0,North-East,Relatively New,2.0,0,1,0,0,0,67.0
flat,orchid petals,sector 49 ,223.0,10969.0,2033.0,Super Built up area 2033(188.87 sq.m.),2033.0,,,3,3,3,14.0,North,Relatively New,2.0,0,0,0,0,1,79.0
flat,orchid petals,sector 49 ,421.0,11835.0,3557.25,Super Built up area 3557(330.46 sq.m.),3557.0,,,5,6,3+,14.0,South-East,Relatively New,2.0,1,0,1,0,0,23.0
flat,orchid petals,sector 49 ,416.0,11700.0,3555.56,Super Built up area 3557(330.46 sq.m.),3557.0,,,5,4,3+,14.0,East,Relatively New,1.0,1,1,0,0,0,174.0
flat,orchid petals,sector 49 ,452.0,10984.0,4115.08,Super Built up area 4115(382.3 sq.m.),4115.0,,,5,5,3+,14.0,West,Moderately Old,0.0,1,1,1,0,0,49.0
flat,godrej aria,sector 79 ,95.0,6551.0,1450.16,Carpet area: 1450 (134.71 sq.m.),,,1450.0,2,2,3,5.0,East,Relatively New,0.0,0,0,0,0,0,148.0
flat,ireo uptown,sector 66 ,150.0,11219.0,1337.02,Super Built up area 1337(124.21 sq.m.)Built Up area: 1330 sq.ft. (123.56 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),1337.0,1330.0,1050.0,2,3,3,1.0,South,Relatively New,0.0,1,0,0,0,1,156.0
flat,raisina residency,sector 59 ,500.0,13058.0,3829.07,Carpet area: 3829 (355.73 sq.m.),,,3829.0,4,4,3+,13.0,North-West,Relatively New,0.0,1,1,1,1,0,156.0
flat,tata primanti,sector 72 ,400.0,16032.0,2495.01,Super Built up area 2905(269.88 sq.m.)Carpet area: 2495 sq.ft. (231.79 sq.m.),2905.0,,2495.0,4,5,3+,22.0,West,Relatively New,0.0,1,0,0,0,0,156.0
flat,signature global orchard avenue,sector 93 ,36.5,6715.0,543.56,Carpet area: 543.53 (50.5 sq.m.),,,543.0,2,2,2,6.0,North,Relatively New,0.0,0,0,0,0,0,156.0
flat,bestech park view grand spa,sector 81 ,470.0,6786.0,6926.02,Super Built up area 6926(643.45 sq.m.),6926.0,,,4,4,3+,19.0,North,Relatively New,0.0,1,0,0,0,0,148.0
flat,bestech park view ananda,sector 81 ,95.0,10626.0,894.03,Super Built up area 1360(126.35 sq.m.)Carpet area: 894 sq.ft. (83.06 sq.m.),1360.0,,894.0,2,2,2,2.0,North-East,Relatively New,0.0,0,0,0,0,0,148.0
flat,signature global orchard avenue,sector 93 ,38.0,6387.0,594.96,Carpet area: 594.91 (55.27 sq.m.),,,594.0,2,2,2,7.0,North,Relatively New,0.0,0,0,0,0,0,141.0
