property_name,property_type,society,sector,price_in_lacs,price_per_sqft_inrs,area,areaWithType,super_builtup,builtup,carpet_area,bedRoom,bathroom,balcony,address,floorNum,facing,agePossession,description,furnish_type,rating,servant_room,study room,pooja room,store_room,others,luxury_score
4 Bedroom House for sale in Sector 54 Gurgaon,house,independent,sector 54 ,375.0,234375.0,(15 sq.m.) Plot Area,Plot area 160(14.86 sq.m.),,160,,4,4,3 ,"Sector 54 Gurgaon, Gurgaon, Haryana",3.0,East,Moderately Old,"East facing old house ready to move in f block suncity, gurugram",,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle5 out of 5', 'Connectivity4 out of 5']",1,0,0,0,0,
10 Bedroom House for sale in South City 1,house,independent,sector 41,425.0,26235.0,(151 sq.m.) Plot Area,Plot area 180(150.5 sq.m.),,180,,10,9,3+ ,"South City 1, Gurgaon, Haryana",4.0,North,Moderately Old,"Old floor wise building for sale in south city 1.
Basement + 4 floors. Call for more options and site visit.",,"['Environment5 out of 5', 'Safety5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",1,1,0,0,0,
6 Bedroom House for sale in Sector 38 Gurgaon,house,independent,sector 38 ,400.0,21786.0,(171 sq.m.) Plot Area,Plot area 204(170.57 sq.m.),,204,,6,6,3+ ,"Sector 38 Gurgaon, Gurgaon, Haryana",4.0,North-East,Old Property,"Old built-Up house for sale 204 sq yard basement plus 3 floor gf,1st ,2nd very prime location near huda market, shopping mall, hospital, metro etc any query please contact whatsapp call",,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']",1,1,1,0,1,
7 Bedroom House for sale in DLF Phase 1,house,arjun marg/ sector- 26 phase- 1/ golf course road,sector 26,3150.0,35000.0,(836 sq.m.) Plot Area,Plot area 1000(836.13 sq.m.),,1000,,7,9,3+ ,"For Sale - Super Luxury 7 Bedrooms Duplex Bungalow Situated At Arjun Marg, Near Golf Course Road, DLF Phase 1, Gurgaon, Haryana",3.0,North-East,Moderately Old,"Ultra modern super luxury duplex bungalow with total built covered area of 10,000 square feet approximately, the house has a state of the art design with its north facing entrance, it is completely vastu compliant, spread over 3 floors the house has its own personal lift, the house consists of 7 bedrooms, luxurious formal drawing & dining room and a casual family dining & lounge. There is a separate prayer room as well, the basement is a very expansive open area with a pool table, a stylish huge bar and a separate projector room as well as a personal gym, being in touch with the nature along with encapsulating the modern looks, the house has a front lawn and back lawn which is connected with a beautiful zen path, super prime top location bungalow situated in gurgaon near to golf course road.It also has convenience features like video intercom facility, lift, park, rain water harvesting, visitor parking and security/fire alarm.We have plenty of options of 4 bhk, 5 bhk & 6 bhk in simplex, duplex, penthouse in gurgaon society like dlf camellias, the magnolias and the aralias etc.. We are exclusively deals in high-End apartments and penthouses as well as luxury bungalows in gurgaon.",,"['Environment5 out of 5', 'Safety5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",1,1,1,1,0,
3 Bedroom House for sale in Sector 82 Gurgaon,house,vatika independent floors,sector 82 ,140.0,8235.0,(158 sq.m.) Plot Area,Plot area 1700(157.94 sq.m.),,1700,,3,3,2 ,"N-24, Sector 82 Gurgaon, Gurgaon, Haryana",3.0,North-West,New Property,"Vatika independent floors in sector-84, gurgaon by private builder floor is a residential project. The project offers floors with perfect combination of contemporary architecture and features to provide comfortable living. The apartment are of the following configurations: 3bhk . This is a rera registered projects.",,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",0,0,1,0,0,
4 Bedroom House for sale in Sector 82 Gurgaon,house,vatika signature villas,sector 82 ,500.0,15432.0,(301 sq.m.) Plot Area,Plot area 360(301.01 sq.m.),,360,,4,4,3+ ,"S Block, Sector 82 Gurgaon, Gurgaon, Haryana",3.0,East,Relatively New,"360 sq.Yrd duplex villa avl for sale in vatika india next sector 82 gurgaon, well maintained villa with grill work near to park flexible payment plan good option for investment and individual use.",,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",1,0,1,1,0,
5 Bedroom House for sale in DLF Phase 1,house,independent,sector 26,1700.0,37627.0,(420 sq.m.) Plot Area,Plot area 502(419.74 sq.m.),,502,,5,5,3+ ,"DLF Phase 1, Gurgaon, Haryana",2.0,North-East,Relatively New,"Ultra luxurious bungalow available for sale in dlf phase-1 gurgaon. Most prime and peaceful location.Size - 502 sq . Yards. 5 bedrooms all attached bathrooms. It is a north east facing villa and is near to the park. 
This property comes with some special features like:
Lavish interiors
State of the art kitchen 
Power backup 
5 covered car park 
High end lift 
Cctv surveillance. 
2 min walk to shopping mall 
Security guard
Home theatre 
Spacious gardenFor more details and site visit please call :
Shubh estate
Dlf 2
(We deals in ultra luxury builder floors of 200 sq, 300 , 400 , 502 yards to 1022 sq. Yards in dlf phase-1,2,4 and sushant lok.)",,"['Environment5 out of 5', 'Safety5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",1,1,1,1,0,
4 Bedroom House for sale in Sector 66 Gurgaon,house,emaar mgf marbella,sector 66 ,900.0,21251.0,(521 sq.m.) Plot Area,Plot area 5605(520.72 sq.m.)Built Up area: 5200 sq.ft. (483.1 sq.m.)Carpet area: 4235 sq.ft. (393.44 sq.m.),,5200,4235,4,4,3+ ,"Sector 66 Gurgaon, Gurgaon, Haryana",,South-West,Relatively New,"A lifestyle designed to satiate all your senses marbella is all about opulence redefined! Signature spanish villas located in sector 66, gurugram, offers a setting that is far from the crowd, yet close to all you desire. Step in and the lavishly appointed interiors transport you into a higher realm of luxury, walk out and enjoy the landscaped greens.Ready-To-Move-In 4 & 5 bhk villas
Subscribed services for lawn and horticulture maintenance
Fully air-Conditioned villas with 100% back up
Concierge and facility management services20 mins* drive to international airport
Close proximity to proposed metro corridor
Dual access to 60 meter sector road and golf course extension road
Schools, hospitals and business centres in close proximity
15 mins* drive to mg road and cyber hub",,"['Environment3 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",1,0,1,1,0,
4 Bedroom House for sale in Sushant Lok Phase 1,house,sushant lok 1 builder floors,sector 43,165.0,30556.0,(50 sq.m.) Plot Area,Plot area 60(50.17 sq.m.)Built Up area: 540 sq.yards (451.51 sq.m.)Carpet area: 500 sq.yards (418.06 sq.m.),,540,500,4,4,3+ ,"C1675, Sushant Lok Phase 1, Gurgaon, Haryana",4.0,West,Moderately Old,It is 60 sq yard house. 4 1bhk unit fully furnished west facing. Peaceful location near kendra market and all connected etc. Near by huda city metro station. For more information contact me. Rental income around 85k per month.,,"['Environment5 out of 5', 'Safety4.5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",0,0,0,0,1,
5 Bedroom House for sale in Sushant Lok Phase 1,house,the laburnum,sector 43,1100.0,27160.0,(376 sq.m.) Plot Area,Plot area 450(376.26 sq.m.)Built Up area: 360 sq.yards (301.01 sq.m.)Carpet area: 350 sq.yards (292.64 sq.m.),,360,350,5,6,3+ ,"Luxury Villa, Sushant Lok Phase 1, Gurgaon, Haryana",3.0,East,New Property,"Urgently available for sale best duplex villa 5 bedrooms, semi-Furnished, living, dining, kitchen, 6 bathrooms, two servant room, basement ( Hall) in itc laburnum sushantlok phase-1 sector 28 gurgaon.
All wood work done. With modular kitchen and air-Condition.
Cheque cash flexible.
More details please contact i have more options available in this location please contact best deal.",,"['Environment5 out of 5', 'Safety4.5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",1,0,1,0,0,
5 Bedroom House for sale in DLF Phase 2,house,independent,sector 25,1100.0,35530.0,(288 sq.m.) Plot Area,Plot area 344(287.63 sq.m.),,344,,5,5,3+ ,"DLF Phase 2, Gurgaon, Haryana",2.0,,Relatively New,"Kothis available or sale in dlf phase 2 .
Most prime location of gurgaon
Ultra luxurious bunglow available for sale in dlf phase-2 gurgaon the most prime and peaceful location.Size - 344 sq yards with 5 bhk and attached bathrooms. Fully vastu complaint property.We deals in ultra luxury builder floors in dlf phase-1,2,4 and sushant lok-1.Sizes available 200 sq, 300 , 400 , 502 yards to 1022 sq. Yards.Lavish interiors
State of the art kitchen . 
Power backup 
Dedicated water tank. 
3 covered car park 
High end lift 
Cctv surveillance. 
2 min walk to shopping mall 
Security guard.
Home theatre For more details and site visit please call :
Shubh estate
Dlf 2",,"['Environment5 out of 5', 'Safety5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",1,1,1,1,0,
3 Bedroom House for sale in Sector 49 Gurgaon,house,eros rosewood city,sector 49 ,375.0,22046.0,(158 sq.m.) Plot Area,Plot area 189(158.03 sq.m.),,189,,3,3,1 ,"Block-D, Sector 49 Gurgaon, Gurgaon, Haryana",2.0,South,Old Property,"Thesis corner house east facing 100% power backup gated colony
 Additional details :The kitchen has been built with modular fittings.
 The house has muncipal supply supply.
You can easily park your car inside the compound
Having a provision to park 1 cars.",,"['Environment4 out of 5', 'Safety5 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']",0,0,1,0,0,
6 Bedroom House for sale in Sector 56 Gurgaon,house,ansal sushant lok 2,sector 56 ,340.0,22222.0,(142 sq.m.) Plot Area,Plot area 170(142.14 sq.m.),,170,,6,6,3+ ,"Sector 56 Gurgaon, Gurgaon, Haryana",2.0,West,Moderately Old,"Wishing to settle down in an individual house with your family? This well-Built and spacious 6 bhk house for sale in sector 56 gurgaon seems to be an ideal choice for a peaceful abode for a family. The floor plan additionally contains 6 bedrooms, 6 bathrooms and more than 3 balconies. All in all, the independent house is spread over a super built up area of 170 sq.Yards. Your vehicle(s) can be easily parked as this house comes with 2 open parking. Being a ready to move house, you can expect immediate possession of this 5-10 years old property. The nature of ownership of this independent house is freehold. By paying just  3.4 crore, you can become the proud owner of this independent house.",,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",0,0,0,0,0,
3 Bedroom House for sale in DLF Phase 1,house,independent,sector 26,450.0,33333.0,(125 sq.m.) Plot Area,Plot area 150(125.42 sq.m.),,150,,3,3,2 ,"DLF Phase 1, Gurgaon, Haryana",2.0,West,Old Property,300 sqyds facing150 sqyd built up for sale 12 mtr road,,"['Environment5 out of 5', 'Safety5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",0,0,1,0,0,
4 Bedroom House for sale in C Block Sushant Lok Phase 1,house,independent,sector 43,525.0,27132.0,(180 sq.m.) Plot Area,Plot area 215(179.77 sq.m.),,215,,4,4,2 ,"C Block Sushant Lok Phase 1, Gurgaon, Haryana",2.0,,Old Property,"North facing 12 mtr road kothi
C block 3 digit numbers",,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",1,1,0,0,0,
4 Bedroom House for sale in DLF Phase 3,house,independent,sector 24,650.0,22855.0,(264 sq.m.) Plot Area,Plot area 316(264.22 sq.m.),,316,,4,4,2 ,"DLF Phase 3, Gurgaon, Haryana",2.0,,Old Property,"Old built up plot rate gated complex
Nearest to nh8",,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",0,0,1,0,0,
4 Bedroom House for sale in Nirvana Country,house,unitech espace,sector 50,1100.0,40741.0,(301 sq.m.) Plot Area,Plot area 360(301.01 sq.m.)Built Up area: 361 sq.yards (301.84 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),,361,300,4,4,3+ ,"360 Yards Duplex Villa Espace Nirvana Country, Nirvana Country, Gurgaon, Haryana",2.0,North,Moderately Old,"Available for sale espace 360 yards duplex villa ,its north facing,sun light facing villa,very near to park,100% power back-Up,very close to courtyard market,very nice wooden work,fitted all rooms in ac.",,"['Environment5 out of 5', 'Safety5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",1,0,0,0,0,
3 Bedroom House for sale in Nirvana Country,house,unitech espace,sector 50,750.0,34722.0,(201 sq.m.) Plot Area,Plot area 240(200.67 sq.m.)Built Up area: 241 sq.yards (201.51 sq.m.)Carpet area: 240 sq.yards (200.67 sq.m.),,241,240,3,3,2 ,"240 Yards Espace Nirvana Country Villa, Nirvana Country, Gurgaon, Haryana",2.0,West,Moderately Old,"Available for sale 240 yards simplex villa in espace nirvana country,100% power back-Up,very nice wooden work,west facing,",,"['Environment5 out of 5', 'Safety5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",1,0,0,0,0,
5 Bedroom House for sale in DLF Phase 2,house,independent,sector 25,990.0,29333.0,(314 sq.m.) Plot Area,Plot area 375(313.55 sq.m.),,375,,5,5,2 ,"K Block, DLF Phase 2, Gurgaon, Haryana",2.0,South-East,Moderately Old,"400 sqyds lane 
Peaceful location 
2 side open
Well maintained house",,"['Environment5 out of 5', 'Safety5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",0,0,1,0,0,
4 Bedroom House for sale in Uppals Southend,house,uppal southend,sector 49,675.0,32328.0,(194 sq.m.) Built-up Area,Built Up area: 232 (193.98 sq.m.),,232,,4,4,3 ,"Uppals Southend, Gurgaon, Haryana",3.0,West,Relatively New,Uppal southend sector 49.Gated society plot size 232sq.Yd 4bhk. Basement pluse stilt and 1st 4bhk 2nd floor.4bhk 3rd floor.3rd floor with terrace.100 power backup. Plot facing. West entrance north facing,,"['Environment5 out of 5', 'Safety5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",1,0,0,0,0,
12 Bedroom House for sale in Uppals Southend,house,uppal southend,sector 49,675.0,290948.0,(22 sq.m.) Plot Area,Plot area 232(21.55 sq.m.),,232,,12,12,3+ ,"Uppals Southend, Gurgaon, Haryana",,West,Moderately Old,"Address... Uppal southend sector 49 s block size 232 square yard 12 bhk building for sale corner plot west facing nearby omaxe city centre sona road dav public school very good location..,",,"['Environment5 out of 5', 'Safety5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",1,1,1,0,1,
6 Bedroom House for sale in Uppals Southend,house,uppal southend,sector 49,375.0,25562.0,(136 sq.m.) Built-up Area,Built Up area: 163 (136.29 sq.m.),,163,,6,6,3+ ,"Uppals Southend, Gurgaon, Haryana",3.0,East,Moderately Old,Uppal southend sector 49.Gated society. Near by market.School.Temple etc.163sq.Yd plot size.6bhk .Park facing east facing.100power back up.,,"['Environment5 out of 5', 'Safety5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",0,1,0,0,0,
6 Bedroom House for sale in Sector 14 Gurgaon,house,independent,sector 14 ,640.0,20317.0,(293 sq.m.) Plot Area,Plot area 350(292.64 sq.m.)Built Up area: 349 sq.yards (291.81 sq.m.)Carpet area: 348 sq.yards (290.97 sq.m.),,349,348,6,6,3+ ,"Sector 14, Sector 14 Gurgaon, Gurgaon, Haryana",3.0,North,Old Property,House for sale plot size 350 sqyard corner 20 year old house plot rate deal 18 meter road facing corner near mg road sector 14,,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",0,0,0,0,1,
6 Bedroom House for sale in Sector 14 Gurgaon,house,independent,sector 14 ,350.0,18088.0,(180 sq.m.) Plot Area,Plot area 215(179.77 sq.m.)Built Up area: 214 sq.yards (178.93 sq.m.)Carpet area: 180 sq.yards (150.5 sq.m.),,214,180,6,4,2 ,"Sector 14, Sector 14 Gurgaon, Gurgaon, Haryana",2.0,West,Old Property,House for sale plot size 215 sqyard park facing best lociklty sector 14,,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",0,0,0,0,1,
3 Bedroom House for sale in Sector 82 Gurgaon,house,vatika signature villas,sector 82 ,470.0,21759.0,(201 sq.m.) Plot Area,Plot area 240(200.67 sq.m.),,240,,3,3,3+ ,"Block, Sector 82 Gurgaon, Gurgaon, Haryana",3.0,,New Property,"Luxurious 3 bedrooms, 3 toilets, drawing, dining, kitchen, servant with toilet, terrace and balconies front and rear lawn along with all amenities.",,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",1,0,0,0,0,
