property_type,society,sector,price_in_lacs,price_per_sqft_inrs,builtup,bedRoom,bathroom,balcony,floorNum,agePossession,furnish_type,servant_room,study room,pooja room,store_room,others,luxury_score
flat,ats kocoon,sector 109 ,222.00000000000003,10596.0,1896.0,3,3,3,20.0,Relatively New,0.0,1,0,0,0,1,101.0
flat,experion the heartsong,sector 108 ,90.0,7014.0,1161.0,2,3,3,7.0,Relatively New,2.0,1,0,0,0,1,174.0
flat,ats tourmaline,sector 109 ,175.0,8139.0,1946.0,3,4,3+,2.0,Relatively New,2.0,1,0,0,0,1,156.0
flat,orris aster court,sector 85 ,66.99,5825.0,1250.0,2,2,2,5.0,Relatively New,2.0,0,0,0,0,1,149.0
flat,ireo victory valley,sector 67 ,295.0,12110.0,2236.0,3,3,3+,14.0,Moderately Old,2.0,1,0,1,0,0,156.0
flat,pioneer park,sector 61 ,204.0,14623.0,1595.0,3,3,3+,16.0,Moderately Old,1.0,1,0,0,0,0,167.0
flat,alpha corp gurgaonone,sector 84 ,224.00000000000003,6523.0,3165.0,4,4,3,12.0,Relatively New,1.0,1,0,0,0,0,174.0
flat,godrej icon,sector 88a ,131.0,8100.0,1464.0,2,2,3+,3.0,Relatively New,1.0,0,1,0,0,0,111.0
flat,emaar mgf emerald estate,sector 65 ,170.0,21013.0,1081.0,3,3,3,7.0,Relatively New,2.0,0,1,0,0,0,174.0
flat,vatika gurgaon,sector 83 ,119.0,7437.0,1778.0,3,3,2,10.0,Relatively New,2.0,1,0,0,0,0,49.0
flat,emaar palm heights,sector 77 ,175.0,11666.0,1900.0,3,3,3+,11.0,Relatively New,2.0,1,0,0,0,0,49.0
flat,vatika gurgaon,sector 83 ,112.0,6455.0,1500.0,3,3,2,17.0,Moderately Old,1.0,0,0,0,0,0,49.0
flat,green campus chs,manesar,92.0,4022.0,1924.0,3,3,3+,8.0,Moderately Old,2.0,1,0,0,0,0,102.0
flat,green campus chs,manesar,90.0,3935.0,2070.0,3,3,3+,6.0,Moderately Old,2.0,1,0,0,0,0,102.0
flat,puri emerald bay,sector 104 ,230.0,9387.0,2217.0,3,4,3+,10.0,Moderately Old,0.0,1,0,0,0,0,108.0
flat,puri emerald bay,sector 104 ,158.0,9117.0,1539.0,2,3,3,11.0,Relatively New,2.0,1,0,0,0,0,102.0
flat,indiabulls enigma,sector 110 ,425.0,10953.0,3512.0,5,5,3+,4.0,Relatively New,1.0,1,0,0,0,0,42.0
flat,bestech park view sanskruti,sector 92 ,168.0,11052.0,1804.0,3,4,3+,15.0,Relatively New,1.0,1,0,0,0,0,49.0
flat,ireo victory valley,sector 67 ,455.0,14536.0,2833.0,4,4,3+,19.0,Relatively New,0.0,1,0,0,0,0,49.0
flat,bestech park view spa next,sector 67 ,285.0,12127.0,2127.0,4,4,3+,5.0,Moderately Old,0.0,1,0,1,0,0,28.0
flat,bestech park view spa next,sector 67 ,235.0,12144.0,1751.0,3,4,3+,14.0,Moderately Old,2.0,1,0,0,0,0,136.0
flat,dlf the ultima,sector 81 ,230.0,10994.0,1893.0,3,4,3+,6.0,New Property,0.0,1,0,0,0,0,63.0
flat,dlf the ultima,sector 81 ,226.0,10761.0,1901.0,3,4,3+,17.0,New Property,2.0,1,0,0,0,0,49.0
flat,ambience creacions,sector 22 ,478.0,15469.0,2500.0,3,4,3,7.0,Relatively New,2.0,1,0,0,0,1,128.0
flat,tulip ivory,sector 70 ,200.0,8333.0,2169.0,4,5,3+,7.0,Moderately Old,0.0,1,0,0,0,0,103.0
flat,ireo skyon,sector 60 ,375.0,13392.0,2650.0,4,4,3,12.0,Relatively New,0.0,1,0,0,0,0,38.0
flat,ambience creacions,sector 22 ,616.0,20533.0,3333.0,4,5,3+,10.0,New Property,0.0,1,0,1,0,0,65.0
flat,m3m golfestate,sector 65 ,530.0,24211.0,2506.0,3,3,3,38.0,Moderately Old,2.0,1,0,0,0,0,83.0
flat,umang winter hills,sector 77 ,75.0,5588.0,1140.0,2,2,2,8.0,Relatively New,0.0,0,0,0,1,0,49.0
flat,mapsko mount ville,sector 79 ,125.0,8389.0,1058.0,3,3,3,18.0,Relatively New,0.0,0,1,0,0,0,49.0
flat,godrej,sector 79 ,200.0,8474.0,1963.0,3,4,3+,9.0,Relatively New,2.0,1,0,0,0,0,28.0
flat,mapsko mount ville,sector 79 ,130.0,8724.0,1176.0,3,3,3,19.0,Relatively New,0.0,0,0,0,1,0,38.0
flat,city heights,sector 39 ,175.0,8750.0,2222.0,3,4,3,3.0,Old Property,0.0,1,0,0,0,0,76.0
flat,kw royal court,sector 39 ,200.0,6250.0,3555.0,5,4,3,9.0,Old Property,0.0,1,0,0,0,0,117.0
flat,shree vardhman victoria,sector 70 ,178.0,9128.0,1765.0,3,3,3+,7.0,Relatively New,2.0,1,0,0,0,1,165.0
flat,alpha corp gurgaonone,sector 84 ,115.0,7496.0,1394.0,2,2,3,14.0,Relatively New,1.0,0,1,0,0,0,149.0
flat,cghs airport apartment,sector 47 ,165.0,7857.0,1906.0,3,3,3,1.0,Old Property,0.0,0,0,0,0,1,66.0
flat,gls avenue 51,sector 92 ,21.0,6953.0,336.0,1,1,1,0.0,Relatively New,0.0,0,0,0,0,0,135.0
flat,kamroon court,sector 43 ,275.0,13750.0,2222.0,3,4,3+,5.0,Moderately Old,0.0,1,0,0,0,1,72.0
flat,bestech park view spa next,sector 67 ,272.0,11574.0,2250.0,4,4,3+,0.0,Relatively New,2.0,1,0,1,0,0,28.0
flat,unitech uniworld gardens,sector 47 ,240.0,11505.0,1916.0,3,4,3+,10.0,Moderately Old,2.0,1,0,0,0,0,84.0
flat,tata primanti,sector 72 ,410.0,13725.0,2308.0,3,3,3,8.0,Moderately Old,0.0,1,0,0,0,0,28.0
flat,chd avenue,sector 71 ,112.0,6215.0,1631.0,3,4,3,0.0,Moderately Old,2.0,1,0,0,0,0,84.0
flat,shree vardhman flora,sector 90 ,65.0,4814.0,1222.0,2,2,3,10.0,Moderately Old,2.0,0,1,0,0,0,40.0
flat,krrish provence estate,gwal pahari,750.0,7500.0,9051.0,5,6,3+,23.0,Relatively New,0.0,1,0,1,0,1,49.0
flat,dlf the crest,sector 54 ,1100.0,35483.0,3444.0,4,5,3+,7.0,Relatively New,2.0,1,1,1,0,0,157.0
flat,dlf regal gardens,sector 90 ,126.0,7403.0,1603.0,3,3,3,6.0,Relatively New,2.0,0,0,0,0,1,174.0
flat,dlf regal gardens,sector 90 ,180.0,7223.0,2005.0,4,4,3+,7.0,Moderately Old,2.0,0,0,0,0,0,174.0
flat,m3m golfestate,sector 65 ,590.0,17484.0,3044.0,3,3,3,18.0,Relatively New,2.0,1,1,0,0,0,49.0
flat,bestech park view city,sector 49 ,290.0,12169.0,2157.0,4,4,3+,5.0,Moderately Old,0.0,1,0,0,0,0,128.0
flat,dlf the skycourt,sector 86 ,159.0,8242.0,1700.0,3,3,3,17.0,Relatively New,0.0,0,0,0,0,1,22.0
flat,dlf the ultima,sector 81 ,221.0,10365.0,1881.0,3,3,3+,3.0,Relatively New,2.0,1,0,0,0,0,174.0
flat,emaar palm gardens,sector 83 ,148.0,7789.0,1549.0,3,3,3,7.0,Relatively New,0.0,1,0,0,0,0,86.0
flat,experion the heartsong,sector 108 ,98.0,13343.0,978.0,2,3,3,4.0,Relatively New,0.0,0,1,0,0,0,49.0
flat,shapoorji pallonji joyville gurugram,sector 102 ,204.0,14068.0,1644.0,3,3,3+,1.0,Relatively New,0.0,0,0,0,0,0,49.0
flat,orris aster court premier,sector 85 ,150.0,5859.0,2017.0,4,5,3+,6.0,New Property,0.0,1,0,0,0,0,79.0
flat,orris aster court premier,sector 85 ,149.0,5820.0,2017.0,4,5,3+,10.0,Relatively New,2.0,1,0,0,0,0,174.0
flat,orris aster court premier,sector 85 ,120.0,5660.0,1650.0,3,4,2,6.0,Relatively New,2.0,1,0,0,0,0,174.0
flat,shree vardhman flora,sector 90 ,86.0,6254.0,1525.0,3,4,3,0.0,Relatively New,0.0,1,0,0,0,0,49.0
flat,orris carnation residency,sector 85 ,89.5,4531.0,1575.0,4,4,3,8.0,Moderately Old,2.0,0,0,0,0,0,174.0
flat,saan verdante,sector 95 ,200.0,10178.0,1964.0,3,4,3+,5.0,New Property,1.0,1,0,0,0,0,174.0
flat,tulip violet,sector 69 ,185.0,9203.0,1819.0,4,4,2,14.0,Relatively New,0.0,0,0,0,0,0,97.0
flat,puri emerald bay,sector 104 ,265.0,15007.0,2089.0,3,4,3,15.0,Relatively New,0.0,1,0,0,0,0,100.0
flat,emaar gurgaon greens,sector 102 ,150.0,9090.0,1314.0,3,3,3,7.0,Relatively New,0.0,0,0,1,0,0,101.0
flat,ats kocoon,sector 109 ,175.0,10028.0,1550.0,3,3,3,10.0,Relatively New,0.0,0,0,1,0,0,101.0
flat,puri emerald bay,sector 104 ,132.0,8516.0,1403.0,2,2,2,10.0,Relatively New,0.0,0,0,0,0,0,110.0
flat,vatika city homes,sector 83 ,80.0,6060.0,1195.0,2,2,2,8.0,Moderately Old,0.0,0,0,0,1,0,110.0
flat,experion the heartsong,sector 108 ,120.0,6825.0,1550.0,3,2,3+,11.0,Relatively New,0.0,1,0,1,0,0,143.0
flat,pioneer urban presidia,sector 62 ,650.0,14987.0,3925.0,4,4,3+,3.0,Moderately Old,0.0,0,1,0,0,0,108.0
flat,paras dews,sector 106 ,117.0,6647.0,1186.0,3,4,3+,12.0,Relatively New,0.0,1,0,0,0,0,101.0
flat,paras dews,sector 106 ,115.0,6052.0,1305.0,3,4,3,5.0,Relatively New,0.0,1,1,0,0,0,85.0
flat,la vida by tata housing,sector 113 ,248.0,14090.0,1980.0,3,3,3+,8.0,New Property,0.0,1,0,0,0,0,99.0
flat,shri banke bihari society,sector 56 ,135.0,9642.0,1450.0,3,3,3+,4.0,Old Property,0.0,0,0,0,0,1,75.0
flat,indiabulls centrum park,sector 103 ,115.0,8679.0,1080.0,2,2,3,10.0,Relatively New,0.0,0,1,0,0,0,110.0
flat,sobha city,sector 108 ,295.0,14727.0,2003.12,3,4,2,12.0,Relatively New,0.0,0,0,0,0,0,111.0
flat,m3m merlin,sector 67 ,340.0,14418.0,2134.0,3,4,3,17.0,Relatively New,0.0,1,0,0,0,0,15.0
flat,m3m merlin,sector 67 ,280.0,13671.0,2048.13,3,3,3,2.0,Relatively New,0.0,0,0,0,1,0,15.0
flat,ats kocoon,sector 109 ,215.0,10262.0,1896.0,3,4,3,9.0,Relatively New,0.0,1,0,0,0,0,45.0
flat,shapoorji pallonji joyville gurugram,sector 102 ,176.0,10224.0,1531.0,3,3,3,1.0,Relatively New,0.0,0,0,0,0,0,45.0
flat,puri diplomatic greens,sector 111 ,345.0,11694.0,2670.0,4,5,3+,10.0,Relatively New,0.0,1,0,0,0,0,165.0
flat,indiabulls enigma,sector 110 ,330.0,9850.0,3032.0,4,5,3,7.0,Relatively New,2.0,1,0,0,0,0,165.0
flat,ats triumph,sector 104 ,175.0,7641.0,2073.0,3,4,3+,11.0,Relatively New,0.0,1,0,0,0,0,165.0
flat,ats triumph,sector 104 ,278.0,8825.0,2851.0,4,4,3+,11.0,Relatively New,0.0,1,0,0,0,0,88.0
flat,paras dews,sector 106 ,142.0,6029.0,2131.0,4,6,3+,11.0,Relatively New,0.0,1,0,0,0,0,90.0
flat,shapoorji pallonji joyville gurugram,sector 102 ,240.0,10545.0,1957.0,4,4,3+,15.0,Relatively New,2.0,0,0,0,0,0,94.0
flat,experion the heartsong,sector 108 ,228.0,8204.0,2515.0,4,5,3+,8.0,Relatively New,1.0,0,0,0,0,0,174.0
flat,sobha city,sector 108 ,190.0,13758.0,1250.0,2,2,2,8.0,Relatively New,0.0,0,0,0,0,0,168.0
flat,sobha city,sector 108 ,325.0,15685.0,2072.04,3,3,3,12.0,Relatively New,0.0,0,0,0,0,0,87.0
flat,sbtl caladium,sector 109 ,160.0,6286.0,2303.0,3,3,3,9.0,Relatively New,0.0,1,0,0,0,0,174.0
flat,ats triumph,sector 104 ,445.0,6846.0,7221.0,4,5,3+,27.0,Relatively New,2.0,0,0,0,0,0,174.0
flat,m3m woodshire,sector 107 ,82.0,6002.0,1236.0,2,2,3+,7.0,Relatively New,2.0,0,0,0,0,0,174.0
flat,signature global solera,sector 107 ,50.0,7751.0,717.0,3,2,2,6.0,Relatively New,2.0,0,0,0,0,1,174.0
flat,signature global solera,sector 107 ,52.0,8062.0,717.0,3,2,2,5.0,Relatively New,0.0,0,0,0,0,1,174.0
flat,signature global solera,sector 107 ,28.0,5725.0,543.0,2,2,2,6.0,Relatively New,0.0,0,0,0,0,0,174.0
flat,signature global solera,sector 107 ,29.0,5930.0,543.0,2,2,2,3.0,Relatively New,2.0,0,0,0,0,0,165.0
flat,experion the heartsong,sector 108 ,97.0,9238.0,1166.0,2,2,3,10.0,Relatively New,2.0,1,0,0,0,0,165.0
flat,m3m woodshire,sector 107 ,80.0,5856.0,1236.0,2,2,3+,7.0,Relatively New,0.0,0,0,0,0,0,174.0
flat,emaar gurgaon greens,sector 102 ,145.0,14179.0,1314.0,3,3,3,10.0,Relatively New,2.0,1,0,0,0,0,45.0
flat,pareena coban residences,sector 99a ,110.0,7096.0,1368.0,2,2,3,9.0,New Property,2.0,0,1,0,0,0,129.0
flat,ireo the corridors,sector 67a ,140.0,9433.0,1149.0,2,2,2,8.0,Relatively New,2.0,0,1,0,0,1,149.0
flat,tulip violet,sector 69 ,142.0,8998.0,1428.0,3,3,2,8.0,Relatively New,0.0,0,0,1,0,0,7.0
flat,dlf the primus,sector 82a ,295.0,11451.0,2110.0,4,5,3+,10.0,Relatively New,0.0,1,0,0,0,0,5.0
flat,experion windchants,sector 112 ,260.0,10651.0,2441.09,2,2,3,8.0,Relatively New,2.0,0,0,0,0,0,174.0
flat,ansal housing highland park,sector 103 ,110.0,6242.0,1500.0,3,3,3+,7.0,New Property,2.0,0,0,0,0,0,174.0
flat,m3m woodshire,sector 107 ,75.0,5490.0,1201.0,2,2,3+,14.0,Relatively New,0.0,0,0,1,0,0,49.0
flat,m3m woodshire,sector 107 ,130.0,8922.0,1554.0,3,3,3+,4.0,Relatively New,0.0,0,0,1,0,0,21.0
flat,m3m woodshire,sector 107 ,149.0,6310.0,2137.0,3,4,3+,5.0,Relatively New,2.0,1,0,0,1,0,37.0
flat,godrej oasis,sector 88a ,119.0,10162.0,1387.0,2,2,3,15.0,Relatively New,2.0,0,1,1,0,0,158.0
flat,godrej oasis,sector 88a ,115.0,7116.0,1380.0,2,2,3,14.0,Relatively New,2.0,0,1,1,0,0,158.0
flat,satya the hermitage,sector 103 ,99.5,6655.0,1731.0,3,4,3+,2.0,Relatively New,2.0,1,0,1,0,0,149.0
flat,vatika gurgaon,sector 83 ,78.0,6265.0,850.0,2,2,2,3.0,Relatively New,0.0,0,1,1,0,0,135.0
flat,vatika gurgaon,sector 83 ,115.0,5808.0,1350.0,3,3,2,3.0,Relatively New,2.0,1,1,1,1,0,157.0
flat,raheja vedaanta,sector 108 ,80.0,4080.0,1664.0,3,3,3,9.0,Relatively New,0.0,0,0,1,0,0,49.0
flat,conscient heritage max,sector 102 ,220.00000000000003,10237.0,1186.0,3,4,3+,20.0,Relatively New,2.0,1,1,0,0,0,49.0
flat,shree arihant apartment,sector 54 ,155.0,8611.0,1900.0,3,3,3,3.0,Moderately Old,2.0,1,0,0,0,0,174.0
flat,tulip violet,sector 69 ,155.0,9822.0,1428.0,3,3,2,0.0,Relatively New,2.0,0,0,1,0,0,165.0
flat,tulip white,sector 69 ,90.0,6000.0,1326.0,3,2,3+,1.0,Relatively New,2.0,0,0,0,0,0,174.0
flat,denso haryana housing society,manesar,90.0,4308.0,2321.0,3,3,3+,5.0,Moderately Old,2.0,1,0,0,0,0,174.0
flat,the nav manesar apartment,sector 1 ,85.0,3953.0,1946.0,3,3,3+,5.0,Moderately Old,0.0,1,0,0,0,0,35.0
flat,ireo skyon,sector 60 ,300.0,12484.0,2400.0,3,3,3,5.0,Relatively New,2.0,1,0,0,0,0,49.0
flat,ireo skyon,sector 60 ,212.0,15531.0,1350.0,2,2,2,2.0,Relatively New,0.0,0,0,1,0,0,49.0
flat,umang winter hills,sector 77 ,105.0,5762.0,1600.0,3,3,3,7.0,Relatively New,2.0,0,0,0,0,0,174.0
flat,ss the leaf,sector 85 ,165.0,6852.0,2179.0,3,4,3,9.0,New Property,2.0,0,0,1,0,0,174.0
flat,alpha corp gurgaonone,sector 84 ,150.0,7641.0,1833.0,3,3,3,20.0,Relatively New,2.0,1,0,0,0,0,174.0
flat,m3m merlin,sector 67 ,340.0,14418.0,2134.0,3,4,3+,16.0,Relatively New,2.0,1,0,0,0,0,165.0
flat,m3m merlin,sector 67 ,350.0,14843.0,2134.0,3,4,3+,15.0,Relatively New,1.0,1,0,0,0,0,44.0
flat,ireo victory valley,sector 67 ,315.0,12846.0,2219.0,3,4,3+,15.0,Relatively New,2.0,1,0,1,0,0,39.0
flat,dlf the icon,sector 43,525.0,20388.0,2570.0,4,4,3,9.0,Old Property,0.0,1,0,1,0,1,26.0
flat,m3m merlin,sector 67 ,278.0,13580.0,2047.13,3,3,3+,4.0,Relatively New,2.0,0,0,1,0,0,28.0
flat,ansal heights,sector 92 ,72.0,4500.0,1700.0,3,3,3,9.0,Relatively New,0.0,1,0,0,0,0,28.0
flat,professors enclave cghs,sector 56 ,155.0,7750.0,1810.0,3,3,3+,6.0,Moderately Old,2.0,1,0,0,0,0,174.0
flat,ansal maple heights,sector 43 ,150.0,12658.0,1385.0,3,3,3+,7.0,Old Property,0.0,0,0,0,1,0,108.0
flat,ireo victory valley,sector 67 ,305.0,16266.0,2200.0,3,4,2,35.0,Relatively New,2.0,1,1,0,0,0,80.0
flat,ireo the grand arch,sector 58 ,383.0,21577.0,2000.0,3,4,2,10.0,Relatively New,0.0,1,1,0,0,0,103.0
flat,m3m skywalk,sector 74 ,225.0,13636.0,1938.0,3,3,2,9.0,Relatively New,2.0,1,0,0,0,0,174.0
flat,vatika gurgaon,sector 83 ,140.0,7179.0,2166.0,4,4,3,10.0,Relatively New,2.0,1,0,0,0,0,49.0
flat,experion windchants,sector 112 ,375.0,13383.0,2536.0,3,5,3+,22.0,Relatively New,1.0,1,0,0,0,0,117.0
flat,capital residences 360,sector 70a ,151.0,7641.0,1788.0,3,3,3,7.0,Relatively New,2.0,1,0,0,0,0,49.0
flat,bestech park view city,sector 48 ,270.0,11713.0,2000.0,3,3,3+,7.0,Relatively New,0.0,1,1,0,0,0,31.0
flat,la vida by tata housing,sector 113 ,335.0,12444.0,2991.0,4,4,3+,11.0,Relatively New,2.0,1,1,0,0,0,174.0
flat,tulip violet,sector 69 ,150.0,10714.0,1492.0,3,3,2,8.0,Relatively New,2.0,0,0,1,0,0,174.0
flat,bestech park view grand spa,sector 81 ,220.00000000000003,8270.0,2481.0,3,4,3+,8.0,Relatively New,2.0,1,0,0,0,0,174.0
flat,dlf the primus,sector 82a ,255.0,11218.0,2273.13,4,4,3+,14.0,Relatively New,2.0,0,0,0,0,0,93.0
flat,signature global synera,sector 81 ,45.0,7525.0,664.0,2,2,2,6.0,Relatively New,0.0,0,0,0,1,0,67.0
flat,vatika gurgaon,sector 83 ,118.0,6801.0,1618.0,3,3,2,14.0,Relatively New,0.0,0,0,0,0,0,65.0
flat,alpha corp gurgaonone,sector 84 ,85.0,6692.0,1158.0,2,2,3,6.0,Relatively New,0.0,0,0,0,0,0,65.0
flat,alpha corp gurgaonone,sector 84 ,149.0,7590.0,1833.0,3,3,3,6.0,Relatively New,2.0,1,0,0,0,0,150.0
flat,parsvnath exotica,sector 53 ,650.0,19174.0,3000.0,4,5,3+,10.0,Relatively New,0.0,1,1,1,0,0,150.0
flat,sare homes,sector 92 ,118.0,5207.0,2517.0,4,4,3,8.0,Relatively New,2.0,1,0,0,0,0,126.0
flat,sare homes,sector 92 ,80.0,5252.0,1692.0,3,3,3,7.0,Relatively New,2.0,0,1,0,0,0,125.0
flat,vatika gurgaon,sector 83 ,142.0,8875.0,2000.0,4,4,3,7.0,Relatively New,0.0,1,1,0,0,0,59.0
flat,m3m golfestate,sector 65 ,500.0,16666.0,3245.0,3,3,3,2.0,Relatively New,2.0,1,0,0,0,0,132.0
flat,dlf the skycourt,sector 86 ,172.0,8916.0,1746.0,3,3,1,8.0,Relatively New,0.0,0,0,0,0,1,117.0
flat,emaar emerald hills,sector 65 ,195.0,13928.0,1555.0,3,3,3+,1.0,New Property,2.0,0,0,0,1,0,96.0
flat,mapsko paradise,sector 83 ,75.0,5597.0,1162.0,3,3,3,10.0,New Property,0.0,0,0,0,0,1,157.0
flat,bptp terra,sector 37d ,172.0,7850.0,1983.0,3,3,3+,10.0,Relatively New,0.0,1,0,0,0,0,151.0
flat,adani m2k oyster grande,sector 102 ,250.0,7817.0,2600.0,4,5,3+,10.0,Relatively New,0.0,1,0,1,0,0,174.0
flat,emaar imperial gardens,sector 102 ,170.0,8395.0,1750.0,3,4,3+,8.0,Relatively New,0.0,1,0,1,0,0,174.0
flat,unitech fresco,sector 50,114.0,8532.0,1330.0,2,2,2,19.0,Moderately Old,0.0,0,0,0,0,1,49.0
flat,ansal maple crescent,sector 43,135.0,10037.0,1320.0,3,3,3,2.0,Old Property,0.0,0,0,0,0,1,174.0
flat,prime habitat,sector 99a ,27.1,6049.0,498.0,2,2,1,10.0,Relatively New,0.0,0,0,0,0,0,49.0
flat,dlf new town heights,sector 86 ,140.0,5942.0,2132.0,4,4,3+,20.0,Relatively New,0.0,1,0,1,0,0,104.0
flat,dlf new town heights,sector 86 ,125.0,6476.0,1747.0,3,4,3+,2.0,Relatively New,0.0,1,0,1,0,0,110.0
flat,ss the leaf,sector 85 ,118.0,10727.0,1700.0,2,2,3,9.0,Relatively New,0.0,0,1,0,0,0,117.0
flat,ss the leaf,sector 85 ,110.0,9565.0,1600.0,2,2,3,10.0,Relatively New,0.0,0,0,1,0,0,142.0
flat,m3m woodshire,sector 107 ,121.0,6227.0,1712.0,3,3,3,7.0,Moderately Old,0.0,0,0,0,0,0,108.0
flat,indiabulls enigma,sector 110 ,345.0,10147.0,3077.0,4,4,3,9.0,Moderately Old,0.0,1,0,0,0,0,101.0
flat,shapoorji pallonji joyville gurugram,sector 102 ,195.0,10529.0,1676.0,3,3,3,10.0,Relatively New,0.0,0,0,0,0,0,101.0
flat,puri diplomatic greens,sector 111 ,365.0,12372.0,2670.0,4,5,3+,17.0,Moderately Old,0.0,1,0,0,0,0,93.0
flat,dlf regency park,sector 28,230.0,11817.0,1777.0,3,3,3,7.0,Moderately Old,0.0,1,0,0,0,0,99.0
flat,emaar mgf the palm drive,sector 66 ,340.0,15454.0,2200.08,3,4,3,9.0,Relatively New,0.0,1,0,0,1,0,108.0
flat,eldeco accolade,sohna road,114.0,6530.0,1382.0,3,3,3+,4.0,Relatively New,0.0,0,0,0,0,0,117.0
flat,eldeco accolade,sohna road,95.75,6571.0,1131.0,2,2,3+,14.0,Relatively New,0.0,0,1,0,0,0,101.0
flat,la vida by tata housing,sector 113 ,305.0,15561.0,2150.0,3,4,3,3.0,Relatively New,0.0,1,0,0,0,0,101.0
flat,la vida by tata housing,sector 113 ,235.0,13352.0,1930.0,3,4,3,3.0,Relatively New,0.0,1,0,0,0,0,95.0
flat,pareena coban residences,sector 99a ,105.0,6774.0,1390.0,2,2,3,2.0,Relatively New,0.0,0,1,0,0,0,103.0
flat,pareena coban residences,sector 99a ,102.0,8793.0,1430.0,2,2,3,3.0,Relatively New,0.0,0,1,0,0,0,88.0
flat,pareena coban residences,sector 99a ,108.0,6625.0,1750.0,3,5,3,2.0,Relatively New,0.0,1,0,0,0,1,102.0
flat,tata gurgaon gateway,sector 113 ,175.0,10443.0,1430.0,2,2,2,10.0,Relatively New,0.0,0,1,0,0,0,86.0
flat,tata gurgaon gateway,sector 113 ,245.00000000000003,10786.0,2014.0,3,3,3,8.0,Relatively New,0.0,0,0,0,0,0,86.0
flat,tata gurgaon gateway,sector 113 ,600.0,9139.0,7293.0,5,6,3+,24.0,Moderately Old,0.0,0,0,0,0,0,95.0
flat,ats kocoon,sector 109 ,168.0,9627.0,1579.0,3,3,3,8.0,Relatively New,0.0,0,0,0,0,0,86.0
flat,shapoorji pallonji joyville gurugram,sector 102 ,126.0,10041.0,1100.0,2,2,2,10.0,Relatively New,1.0,0,0,0,0,0,161.0
flat,conscient heritage max,sector 102 ,182.0,9011.0,1758.0,3,4,3+,12.0,Relatively New,1.0,1,0,0,0,0,168.0
flat,puri diplomatic greens,sector 111 ,258.0,11727.0,2200.05,3,4,2,9.0,Relatively New,0.0,1,0,0,0,0,49.0
flat,la vida by tata housing,sector 113 ,175.0,10489.0,1424.0,2,2,3,10.0,Relatively New,0.0,0,1,0,0,0,174.0
flat,sobha city,sector 108 ,260.0,15195.0,1711.09,3,3,2,8.0,Relatively New,0.0,0,0,0,0,0,128.0
flat,sobha city,sector 108 ,290.0,14478.0,2003.04,3,4,2,11.0,Relatively New,2.0,0,0,0,0,0,174.0
flat,m3m woodshire,sector 107 ,140.0,5929.0,2137.0,3,4,3+,6.0,Relatively New,2.0,1,0,0,0,0,125.0
flat,ats tourmaline,sector 109 ,295.0,9365.0,2851.0,4,5,3+,10.0,Relatively New,2.0,1,0,0,0,0,158.0
flat,ats tourmaline,sector 109 ,225.0,8704.0,2340.0,3,4,3,14.0,Relatively New,2.0,1,0,0,0,0,125.0
flat,ats tourmaline,sector 109 ,140.0,8000.0,1584.0,3,3,3+,9.0,Relatively New,2.0,0,0,0,0,0,126.0
flat,sbtl caladium,sector 109 ,126.0,6542.0,1702.0,3,2,3,8.0,Relatively New,2.0,0,0,0,0,0,8.0
flat,tulip violet,sector 69 ,170.0,8623.0,1783.0,4,4,1,12.0,Relatively New,2.0,0,0,0,0,0,49.0
flat,tulip violet,sector 69 ,143.0,9039.0,1428.0,3,3,2,1.0,Relatively New,1.0,0,0,1,0,0,174.0
flat,tulip violet,sector 69 ,130.0,8283.0,1419.0,3,3,1,12.0,Relatively New,2.0,0,0,1,0,0,165.0
flat,tulip violet,sector 69 ,132.0,8411.0,1419.0,3,3,1,12.0,Relatively New,0.0,0,0,1,0,0,111.0
flat,tulip violet,sector 69 ,200.0,9950.0,1819.0,4,4,2,0.0,Relatively New,2.0,0,0,0,0,0,165.0
flat,tulip violet,sector 69 ,143.0,8886.0,1455.0,3,3,2,1.0,Relatively New,2.0,0,0,1,0,0,24.0
flat,dlf the ultima,sector 81 ,346.0,12047.0,2599.0,4,4,3+,10.0,New Property,2.0,1,0,0,0,0,31.0
flat,dlf the ultima,sector 81 ,225.0,10553.0,1930.0,3,3,3+,6.0,New Property,0.0,1,0,0,0,0,26.0
flat,ats kocoon,sector 109 ,170.0,9742.0,1550.0,3,3,3,21.0,Moderately Old,0.0,0,0,0,0,0,65.0
flat,sbtl caladium,sector 109 ,180.0,7072.0,2000.0,3,3,3+,10.0,Relatively New,0.0,0,0,0,0,0,126.0
flat,sbtl caladium,sector 109 ,135.0,7180.0,1477.0,3,2,3+,12.0,Relatively New,0.0,0,0,0,0,0,26.0
flat,m3m golfestate,sector 65 ,540.0,18126.0,2696.0,3,4,3,19.0,Moderately Old,2.0,1,1,0,0,0,174.0
flat,shree arihant apartment,sector 54 ,155.0,7380.0,2000.0,3,3,3+,3.0,Moderately Old,2.0,0,0,1,0,1,167.0
flat,m3m skywalk,sector 74 ,160.0,9512.0,1508.0,2,2,2,26.0,Relatively New,2.0,0,0,0,0,0,141.0
flat,the lions cghs,sector 56 ,209.0,8708.0,2300.0,4,4,3+,7.0,Relatively New,0.0,0,0,0,0,1,23.0
flat,sunischit apartments,sector 54 ,175.0,7954.0,2100.0,3,3,3+,6.0,Moderately Old,2.0,1,0,0,0,0,83.0
