property_type,society,sector,price_in_lacs,price_per_sqft_inrs,builtup,bedRoom,bathroom,balcony,floorNum,agePossession,furnish_type,servant_room,study room,pooja room,store_room,others,luxury_score
flat,emaar mgf emerald floors premier,sector 65 ,285.0,14430.0,2194.0,4,4,3,3.0,Relatively New,2.0,1,1,0,0,0,95.0
flat,emaar mgf emerald floors premier,sector 65 ,224.00000000000003,13575.0,1833.0,3,3,3,2.0,Relatively New,2.0,1,1,0,0,0,95.0
flat,emaar mgf emerald floors premier,sector 65 ,255.0,15454.0,1650.06,3,3,3,3.0,Relatively New,0.0,1,1,0,0,0,156.0
flat,emaar mgf emerald floors premier,sector 65 ,285.0,14430.0,1975.05,4,4,3,2.0,Relatively New,0.0,1,1,0,0,0,65.0
flat,emaar mgf emerald floors premier,sector 65 ,250.0,15151.0,1493.0,3,3,3,3.0,Relatively New,0.0,1,1,0,0,0,125.0
flat,the close north,sector 50,275.0,12500.0,2400.0,3,3,3,3.0,Moderately Old,2.0,1,0,0,0,0,44.0
flat,unitech the residences,sector 33 ,135.0,8737.0,1398.0,3,4,2,8.0,Moderately Old,0.0,1,0,0,0,0,139.0
flat,the close north,sector 50,251.0,11992.0,2093.06,3,3,3,11.0,Moderately Old,2.0,0,0,1,1,0,138.0
flat,m3m merlin,sector 67 ,450.0,14267.0,2855.0,4,4,3+,15.0,Relatively New,2.0,1,0,0,0,0,156.0
flat,the close north,sector 50,250.0,11944.0,1894.0,3,3,3,11.0,Relatively New,0.0,0,0,1,0,0,71.0
flat,ss the leaf,sector 85 ,114.0,6951.0,1484.0,2,2,3,4.0,Relatively New,2.0,0,0,0,0,0,165.0
flat,ss the leaf,sector 85 ,185.0,6578.0,2545.0,4,5,3+,1.0,Relatively New,0.0,0,0,0,0,0,49.0
flat,emaar mgf the palm drive,sector 66 ,280.0,16470.0,1700.06,3,4,3,8.0,Relatively New,0.0,1,0,0,0,0,49.0
flat,emaar mgf palm studios,sector 66 ,145.0,14795.0,1082.0,2,2,3,3.0,Relatively New,0.0,0,0,0,0,0,174.0
flat,mapsko casa bella,sector 82 ,85.75,8120.0,1234.0,3,3,3,5.0,Moderately Old,0.0,0,1,0,0,0,174.0
flat,mapsko mount ville,sector 79 ,128.0,8557.0,1265.0,3,3,3,16.0,Relatively New,0.0,0,1,0,0,0,174.0
flat,mapsko mount ville,sector 79 ,120.0,8052.0,1320.0,3,3,3,9.0,Relatively New,0.0,0,1,0,0,0,174.0
flat,bestech park view ananda,sector 81 ,115.0,6927.0,1463.0,3,2,3+,6.0,Relatively New,0.0,0,1,0,0,0,174.0
flat,bestech park view ananda,sector 81 ,87.99,8042.0,1223.0,2,2,3,8.0,Relatively New,0.0,0,1,0,0,0,174.0
flat,bestech park view ananda,sector 81 ,86.99,7951.0,1300.0,2,2,3,8.0,Relatively New,0.0,0,0,0,0,0,141.0
flat,indiabulls centrum park,sector 103 ,240.0,8347.0,2456.0,4,6,3+,15.0,Relatively New,0.0,1,0,0,0,0,141.0
flat,raheja vedaanta,sector 108 ,85.0,4637.0,1500.0,3,3,2,2.0,Relatively New,0.0,1,0,0,0,0,132.0
flat,shapoorji pallonji joyville gurugram,sector 102 ,130.0,17691.0,1009.0,2,2,3,0.0,Relatively New,0.0,0,0,0,1,0,125.0
flat,dlf the primus,sector 82a ,185.0,10283.0,1668.0,3,3,3+,2.0,Relatively New,0.0,0,0,0,0,0,125.0
flat,shapoorji pallonji joyville gurugram,sector 102 ,200.0,17729.0,1456.0,3,3,3+,1.0,Relatively New,0.0,0,0,0,1,0,125.0
flat,pioneer araya,sector 62 ,995.0,20995.0,3933.0,4,6,3,12.0,Relatively New,0.0,1,0,1,0,0,125.0
flat,pioneer araya,sector 62 ,920.0,19943.0,3867.0,4,6,3,5.0,Relatively New,0.0,1,0,1,0,0,134.0
flat,central park flower valley,sector 33,179.0,11251.0,1619.0,3,3,3,3.0,Old Property,0.0,0,0,0,0,0,134.0
flat,ats tourmaline,sector 109 ,210.0,8123.0,2100.0,3,4,3+,11.0,Relatively New,1.0,1,0,0,0,0,49.0
flat,paras dews,sector 106 ,114.0,6000.0,1305.0,3,4,3,8.0,Relatively New,0.0,1,1,0,0,0,111.0
flat,pareena coban residences,sector 99a ,113.0,5658.0,1790.0,3,5,3,5.0,Relatively New,0.0,1,0,0,0,1,49.0
flat,paras dews,sector 106 ,105.0,8536.0,1345.0,3,4,3+,10.0,Relatively New,0.0,1,0,0,0,0,0.0
flat,la vida by tata housing,sector 113 ,278.0,11346.0,2599.0,3,3,3,3.0,New Property,0.0,1,1,0,0,0,15.0
flat,la vida by tata housing,sector 113 ,155.0,11654.0,1276.0,2,2,3,2.0,New Property,0.0,0,0,0,0,0,23.0
flat,la vida by tata housing,sector 113 ,135.0,13989.0,1090.0,2,2,3,10.0,New Property,0.0,0,0,0,0,0,16.0
flat,la vida by tata housing,sector 113 ,138.0,12000.0,1350.0,2,2,3,8.0,New Property,0.0,0,1,0,0,0,96.0
flat,la vida by tata housing,sector 113 ,235.0,10599.0,2210.0,3,3,3,11.0,New Property,0.0,1,0,0,0,0,60.0
flat,shapoorji pallonji joyville gurugram,sector 102 ,180.0,10638.0,1531.0,3,3,3,1.0,Relatively New,0.0,0,0,0,0,0,8.0
flat,shapoorji pallonji joyville gurugram,sector 102 ,124.0,10205.0,1100.0,2,2,2,10.0,Relatively New,0.0,0,0,0,0,0,0.0
flat,shapoorji pallonji joyville gurugram,sector 102 ,96.0,10491.0,828.0,2,2,2,10.0,Relatively New,0.0,0,0,0,0,0,37.0
flat,conscient heritage max,sector 102 ,182.0,9371.0,1758.0,3,4,3+,15.0,Moderately Old,1.0,1,0,0,0,0,15.0
flat,conscient heritage max,sector 102 ,265.0,10375.0,2312.0,4,5,3+,17.0,Moderately Old,1.0,1,0,0,0,0,67.0
flat,conscient heritage max,sector 102 ,220.00000000000003,10237.0,1945.0,3,4,3+,9.0,Moderately Old,0.0,1,1,0,0,0,68.0
flat,conscient heritage max,sector 102 ,178.0,9218.0,1748.0,3,4,3+,5.0,Moderately Old,0.0,1,0,0,0,0,77.0
flat,sbtl caladium,sector 109 ,168.0,6601.0,2303.0,3,3,3+,7.0,Moderately Old,1.0,1,0,0,0,0,72.0
flat,sbtl caladium,sector 109 ,130.0,6914.0,1702.0,3,2,3,16.0,Moderately Old,0.0,0,0,0,0,0,48.0
flat,signature global solera,sector 107 ,49.5,8222.0,598.0,2,2,1,8.0,Relatively New,2.0,0,0,0,0,1,49.0
flat,vatika city homes,sector 83 ,108.0,6206.0,1537.0,3,3,3,6.0,Relatively New,2.0,0,0,0,1,0,75.0
flat,bestech altura,sector 79 ,172.0,8400.0,2050.0,3,4,3,9.0,New Property,0.0,0,0,0,0,0,49.0
flat,ashiana apartment,sector 23 ,16.0,2051.0,706.0,2,2,2,1.0,Moderately Old,0.0,0,0,0,0,0,0.0
flat,hcbs sports ville,sohna road,20.0,2666.0,743.0,2,2,1,4.0,New Property,0.0,0,0,0,0,0,15.0
flat,orchid island,sector 51 ,71.5,7891.0,1007.0,2,2,1,4.0,Relatively New,2.0,0,0,0,0,0,49.0
flat,signature global park,sohna road,54.0,6506.0,922.0,2,2,1,2.0,Relatively New,0.0,0,0,0,0,0,72.0
flat,vipul lavanya,sector 81 ,64.5,5265.0,985.0,2,2,2,14.0,Moderately Old,0.0,0,0,0,0,0,45.0
flat,vipul world,sector 48 ,138.0,9482.0,1611.0,3,3,1,2.0,Relatively New,0.0,0,0,0,0,0,38.0
flat,signature global the millennia 3,sector 37d ,45.0,7627.0,655.0,2,3,2,8.0,Under Construction,0.0,0,0,0,0,0,85.0
flat,avl 36 gurgaon,sector 36a ,45.0,9000.0,453.0,1,1,1,9.0,Relatively New,0.0,0,0,0,0,0,20.0
flat,vatika lifestyle homes,sector 83 ,115.0,6552.0,1588.0,3,2,3,15.0,Relatively New,0.0,0,0,0,0,0,65.0
flat,vatika city,sector 49 ,360.0,11920.0,3355.0,4,5,3,7.0,Moderately Old,0.0,1,0,1,0,0,65.0
flat,tarc maceo,sector 91 ,90.0,6870.0,1186.0,2,2,2,13.0,Relatively New,0.0,0,0,0,0,0,67.0
flat,kendriya vihar,sector 56 ,55.0,9016.0,678.0,1,2,1,0.0,Old Property,1.0,0,0,0,0,0,44.0
flat,m3m sky lofts,sector 71 ,90.0,13177.0,683.0,1,1,0,6.0,New Property,0.0,0,0,0,0,0,58.0
flat,lotus homz,sector 111 ,50.0,14838.0,373.0,1,1,1,2.0,Relatively New,0.0,0,0,0,0,0,92.0
flat,m3m heights,sector 65 ,286.0,14000.0,2266.0,3,3,3,45.0,Under Construction,0.0,1,0,0,0,0,37.0
flat,ansal api sushant estate,sector 52 ,29.0,11600.0,278.0,1,1,0,0.0,Moderately Old,2.0,0,0,0,0,0,42.0
flat,satya the hermitage,sector 103 ,89.0,6137.0,1257.0,2,3,3,1.0,Relatively New,1.0,1,0,0,0,0,45.0
flat,satya the hermitage,sector 103 ,112.0,5625.0,1734.0,3,4,3+,9.0,New Property,1.0,1,0,0,0,0,57.0
flat,gls avenue 51,sector 92 ,50.0,7812.0,579.0,3,3,1,0.0,Relatively New,0.0,0,0,0,0,0,28.0
flat,pareena coban residences,sector 99a ,140.0,7010.0,1807.0,3,5,3+,6.0,New Property,0.0,0,0,0,0,0,67.0
flat,dlf regal gardens,sector 90 ,205.0,9000.0,2005.0,4,4,3+,5.0,Relatively New,0.0,0,0,0,0,0,9.0
flat,eldeco accolade,sohna road,86.92,5965.0,1131.0,2,2,3+,10.0,Relatively New,2.0,0,1,0,0,0,133.0
flat,ireo uptown,sector 66 ,132.0,11442.0,1048.0,2,2,2,6.0,Relatively New,0.0,0,0,0,0,0,23.0
flat,microtek greenburg,sector 86 ,130.0,8756.0,1340.0,2,2,3,10.0,Relatively New,0.0,0,1,0,0,0,98.0
flat,signature global park,sohna road,94.99,7850.0,1210.0,3,2,3+,3.0,New Property,0.0,0,0,0,0,0,79.0
flat,gls avenue 51,sector 92 ,42.0,6562.0,711.0,3,3,1,2.0,Relatively New,0.0,0,0,0,0,0,0.0
flat,orris carnation residency,sector 85 ,88.4,5952.0,1344.0,3,3,1,1.0,Relatively New,0.0,0,0,0,0,0,85.0
flat,awho sispal vihar,sector 49 ,200.0,7262.0,2493.0,4,3,3+,4.0,Old Property,0.0,0,0,0,0,0,106.0
flat,suncity heights,sector 54 ,385.0,16445.0,2119.0,3,3,3+,8.0,Old Property,0.0,1,0,0,0,0,0.0
flat,la vida by tata housing,sector 113 ,372.0,13984.0,2955.0,5,4,3+,0.0,New Property,0.0,0,0,1,0,0,45.0
flat,signature global city,sector 37d ,68.0,11724.0,644.0,2,2,3,9.0,New Property,0.0,0,0,0,0,1,26.0
flat,godrej nature plus,sector 33,131.0,15982.0,84.0,2,2,2,4.0,Under Construction,2.0,0,0,0,0,0,42.0
flat,godrej nature plus,sector 33,165.0,8266.0,2217.0,3,3,3,2.0,Under Construction,0.0,1,0,0,0,0,45.0
flat,emaar mgf palm hills,sector 77 ,190.0,9500.0,1582.0,3,4,3+,6.0,New Property,0.0,1,0,0,0,0,113.0
flat,tarc maceo,sector 91 ,180.0,7758.0,2577.0,4,3,3+,0.0,Relatively New,0.0,0,1,1,0,0,61.0
flat,rof aalayas,sector 102 ,45.0,8404.0,567.0,2,2,1,14.0,Relatively New,1.0,0,0,0,0,0,95.0
flat,green homes,sector 52 ,185.0,7872.0,2127.0,3,3,3,7.0,Moderately Old,0.0,1,0,0,0,0,0.0
flat,awho shanti vihar,sector 95 ,80.0,8888.0,713.0,2,2,3,9.0,New Property,0.0,0,1,0,0,0,38.0
flat,ansal api esencia,sector 67 ,100.0,6435.0,1407.0,3,3,3+,2.0,Moderately Old,2.0,0,0,0,0,0,153.0
flat,spaze privy at,sector 84 ,120.0,7453.0,1457.0,2,2,3,3.0,Relatively New,0.0,0,1,0,0,0,0.0
flat,signature global park,sohna road,85.0,7863.0,1080.0,3,2,2,4.0,New Property,0.0,0,0,0,0,0,117.0
flat,breez global hill view,sohna road,35.0,5600.0,694.0,2,2,2,14.0,Relatively New,0.0,0,0,0,0,0,37.0
flat,godrej oasis,sector 88a ,115.0,9856.0,120.0,2,2,1,12.0,New Property,0.0,0,1,0,0,0,46.0
flat,sare crescent parc,sector 92 ,100.0,4778.0,2093.0,4,4,3,9.0,Relatively New,2.0,0,0,0,0,0,49.0
flat,tarc maceo,sector 91 ,96.0,5413.0,1271.0,2,2,3+,8.0,Moderately Old,0.0,0,0,0,0,0,65.0
flat,dlf new town heights,sector 86 ,130.0,6735.0,1747.0,3,3,3,12.0,Moderately Old,0.0,1,0,1,0,0,44.0
flat,rose apartment,sector 28 ,300.0,10482.0,2590.0,3,5,3+,8.0,Old Property,2.0,0,0,0,0,0,90.0
flat,m3m soulitude,sector 89 ,130.0,8700.0,1179.0,3,3,2,1.0,New Property,0.0,0,0,0,0,1,31.0
flat,the rama apartment cghs,sector 43 ,250.0,10204.0,2722.0,4,4,3+,4.0,Moderately Old,0.0,1,0,0,0,0,31.0
flat,emaar palm heights,sector 77 ,225.0,11250.0,1810.0,3,3,3,22.0,New Property,0.0,1,0,0,0,0,15.0
flat,bestech park view ananda,sector 81 ,145.0,8734.0,1352.0,3,2,3+,3.0,Relatively New,0.0,0,0,0,0,1,35.0
flat,godrej aria,sector 79 ,145.0,9062.0,1494.0,2,2,3+,9.0,Relatively New,0.0,0,1,0,0,0,100.0
flat,whiteland blissville,sector 76 ,190.0,11363.0,1513.0,3,3,2,0.0,Under Construction,1.0,0,0,0,0,0,21.0
flat,gls avenue 51,sector 92 ,50.0,7812.0,711.0,3,3,1,12.0,New Property,1.0,0,0,0,0,0,105.0
flat,m3m the marina,sector 68 ,145.0,9615.0,1365.0,3,2,3+,9.0,New Property,0.0,0,0,0,0,0,42.0
flat,smart world gems,sector 89 ,105.0,9519.0,1103.0,2,2,2,4.0,Under Construction,1.0,0,1,0,0,1,69.0
flat,bptp freedom park life,sector 57 ,550.0,8982.0,5010.0,5,6,3+,19.0,Moderately Old,0.0,1,0,1,0,0,0.0
flat,sidhartha ncr one,sector 95 ,56.0,4106.0,1364.0,2,2,2,10.0,New Property,0.0,0,0,0,0,0,67.0
flat,sidhartha ncr one,sector 95 ,57.0,4179.0,1364.0,2,2,2,10.0,New Property,0.0,0,0,0,0,0,0.0
flat,ats triumph,sector 104 ,230.0,10000.0,2544.0,3,4,3+,15.0,New Property,2.0,1,0,0,0,0,49.0
flat,shree vardhman victoria,sector 70 ,175.0,8205.0,1527.0,3,5,3,7.0,New Property,2.0,1,0,1,0,0,80.0
flat,emaar gurgaon greens,sector 102 ,160.0,9696.0,1314.0,3,3,3,8.0,Relatively New,0.0,0,0,0,0,0,60.0
flat,emaar digihomes,sector 62 ,395.0,15262.0,2875.0,3,3,3,33.0,New Property,0.0,1,0,0,0,0,36.0
flat,apex our homes,sector 37c ,38.0,4108.0,925.0,2,2,1,9.0,Relatively New,0.0,0,0,0,0,0,78.0
flat,signature the roselia,sector 95 ,41.5,6194.0,670.0,2,2,2,12.0,New Property,0.0,0,1,0,0,0,65.0
flat,sare crescent parc royal greens phase 1,sector 92 ,100.0,3713.0,1828.0,4,4,3,15.0,New Property,0.0,0,0,0,0,0,81.0
flat,signature global the millennia 3,sector 37d ,50.0,7142.0,778.0,3,3,2,2.0,Under Construction,0.0,0,0,0,0,0,81.0
flat,sare crescent parc,sector 92 ,80.0,6033.0,1473.0,3,2,2,3.0,Relatively New,0.0,0,0,0,0,0,72.0
flat,imperia the esfera,sector 37c ,86.0,4886.0,1593.0,3,3,2,0.0,New Property,0.0,0,0,0,0,1,53.0
flat,ansal heights 86,sector 86 ,125.0,7396.0,1530.0,3,2,1,2.0,New Property,2.0,0,0,0,0,0,44.0
flat,m3m golfestate,sector 65 ,590.0,17543.0,3044.0,3,3,3,9.0,Moderately Old,0.0,0,1,0,0,0,73.0
flat,raheja teachers apartments,sector 31 ,120.0,7272.0,1450.0,3,2,2,1.0,Moderately Old,2.0,0,0,0,0,1,16.0
flat,eldeco accolade,sohna road,95.5,6554.0,1131.0,2,2,3,8.0,Under Construction,0.0,0,1,0,0,0,82.0
flat,emaar mgf the palm drive,sector 66 ,280.0,14358.0,1950.13,3,3,2,12.0,New Property,0.0,1,1,1,0,0,58.0
flat,gls arawali homes,sohna road,28.0,4307.0,588.0,2,2,2,12.0,New Property,0.0,0,0,0,0,0,32.0
flat,shapoorji pallonji joyville gurugram,sector 102 ,203.0,12000.0,1336.0,3,3,2,1.0,New Property,2.0,0,0,0,0,0,113.0
flat,laxmi pareena,sector 99a ,30.0,6666.0,500.0,2,1,0,12.0,Relatively New,0.0,0,0,0,0,0,44.0
flat,the new crpf apartments,sector 9a ,75.0,5813.0,1433.0,3,3,3,6.0,Old Property,0.0,0,0,1,0,0,89.0
flat,bptp astaire gardens,sector 70a ,170.0,8947.0,2111.0,4,3,3,1.0,Relatively New,0.0,0,0,0,0,0,70.0
flat,experion windchants,sector 112 ,310.0,20666.0,1500.05,2,2,3,9.0,Relatively New,0.0,1,1,0,1,0,31.0
flat,pivotal riddhi siddhi,sector 99 ,40.0,4444.0,733.0,2,2,2,9.0,New Property,1.0,0,0,0,0,0,45.0
flat,godrej habitat,sector 3 ,130.0,9002.0,1604.0,2,2,2,6.0,Under Construction,0.0,0,0,0,0,0,74.0
flat,gls arawali homes,sohna road,26.0,4513.0,640.0,2,2,2,5.0,New Property,0.0,0,0,0,0,0,86.0
flat,mvn athens,sohna road,24.0,4210.0,516.0,2,2,1,12.0,Relatively New,0.0,0,0,0,0,0,0.0
flat,shree vardhman mantra,sector 67 ,56.0,7000.0,889.0,2,2,1,8.0,New Property,0.0,0,0,0,0,0,56.0
flat,raheja atlantis,sector 31 ,550.0,18688.0,2664.0,4,5,3+,1.0,Relatively New,0.0,1,1,1,0,0,53.0
flat,dlf new town heights,sector 91 ,180.0,7679.0,2604.0,4,4,3+,6.0,Moderately Old,2.0,1,0,1,0,0,67.0
flat,dlf the skycourt,sector 86 ,160.0,8294.0,1746.0,3,3,1,14.0,Relatively New,0.0,0,0,1,0,0,0.0
flat,tashee capital gateway,sector 111 ,96.07,6500.0,1338.0,2,2,1,4.0,Under Construction,0.0,0,1,0,0,0,38.0
flat,raheja atharva,sector 109 ,79.0,7931.0,1213.0,3,2,2,3.0,Relatively New,0.0,0,0,0,0,0,49.0
flat,breez global heights,sohna road,42.0,6420.0,564.0,2,2,2,2.0,New Property,0.0,0,0,0,0,0,37.0
flat,adani brahma samsara vilasa,sector 63 ,335.0,16470.0,2034.0,3,3,3+,3.0,New Property,0.0,0,0,0,0,0,37.0
flat,central park 2 bellevue,sector 48 ,500.0,11627.0,4777.0,3,4,3,14.0,Moderately Old,0.0,0,0,0,0,0,21.0
flat,tulip orange,sector 70 ,100.0,10309.0,1078.0,3,2,2,3.0,Moderately Old,0.0,0,0,0,0,0,151.0
flat,central park 2 bellevue,sector 48 ,275.0,10754.0,2574.0,3,4,3+,3.0,Moderately Old,2.0,0,0,0,0,0,93.0
flat,sobha city,sector 108 ,240.0,17378.0,1250.0,2,2,2,14.0,New Property,2.0,0,0,0,0,0,75.0
flat,birla navya,sector 63a ,315.0,14632.0,2152.82,3,3,3,4.0,Under Construction,0.0,0,0,0,0,1,37.0
flat,ashiana mulberry,sohna road,95.0,6485.0,1175.0,2,2,3+,3.0,New Property,1.0,0,1,0,0,0,21.0
flat,godrej nature plus,sector 33,140.0,15124.0,113.0,3,2,3+,20.0,New Property,0.0,0,0,0,0,0,114.0
flat,central park flower valley,sector 33,215.0,13522.0,1439.0,3,3,3+,1.0,New Property,0.0,0,0,0,0,0,70.0
flat,tarc maceo,sector 91 ,180.0,7758.0,2577.0,3,3,3+,0.0,Relatively New,0.0,0,0,1,0,0,0.0
flat,pareena laxmi apartments,sector 99a ,31.0,5904.0,583.0,2,2,2,6.0,New Property,0.0,0,0,0,0,0,0.0
flat,signature global city 37d ph 2,sector 37d ,107.0,8237.0,1450.0,3,3,2,2.0,Under Construction,1.0,0,0,0,0,0,115.0
flat,raheja vedaanta,sector 108 ,70.0,4651.0,1505.0,2,2,2,12.0,Relatively New,2.0,0,0,0,0,0,49.0
flat,eldeco accolade,sohna road,110.0,7549.0,1319.0,3,2,3,13.0,Relatively New,0.0,0,0,0,0,0,16.0
flat,woodstock floors,sector 50,105.0,10627.0,1098.0,2,2,2,2.0,Moderately Old,0.0,0,0,0,0,0,113.0
flat,mvn athens,sohna road,25.0,3671.0,681.0,2,2,1,11.0,Relatively New,0.0,0,0,0,0,0,0.0
flat,adani aangan galleria,sector 89 ,42.0,4941.0,769.0,2,2,2,3.0,Relatively New,2.0,0,0,0,0,0,23.0
flat,birla navya,sector 63a ,210.0,16666.0,1400.0,2,2,2,2.0,Under Construction,2.0,0,0,0,0,0,44.0
flat,ramsons kshitij,sector 95 ,19.0,591.0,3568.0,1,1,1,14.0,Relatively New,0.0,0,0,0,0,0,21.0
flat,the arzoo cghs,sector 51 ,210.0,9130.0,2300.0,4,4,3,1.0,Relatively New,2.0,0,0,0,0,0,29.0
flat,sare crescent parc,sector 92 ,144.0,7068.0,2266.0,4,4,3,8.0,Relatively New,0.0,0,0,0,0,0,0.0
flat,sare crescent parc,sector 92 ,70.85,4933.0,1595.0,3,3,2,6.0,Relatively New,0.0,0,0,0,0,0,0.0
flat,breez global heights,sohna road,21.0,5329.0,438.0,1,1,1,2.0,Relatively New,0.0,0,0,0,0,0,0.0
flat,shapoorji pallonji joyville gurugram,sector 102 ,250.0,14000.0,1654.0,3,3,3,15.0,Under Construction,0.0,0,0,0,0,0,35.0
flat,signature the roselia,sector 95 ,41.5,7293.0,670.0,2,2,2,12.0,New Property,0.0,0,0,0,0,0,0.0
flat,sare homes,sector 92 ,56.0,4729.0,1315.0,3,1,3,1.0,Moderately Old,0.0,0,0,0,0,0,55.0
flat,hcbs sports ville,sector 2 ,35.0,4375.0,800.0,2,2,2,8.0,Relatively New,2.0,0,0,0,0,0,101.0
flat,hsiidc sidco aravali,manesar,90.0,3477.0,1900.0,3,3,3,2.0,Old Property,0.0,1,0,0,0,0,37.0
flat,bestech park view ananda,sector 81 ,135.0,7541.0,1989.0,3,3,3+,8.0,Old Property,0.0,0,0,0,0,0,47.0
flat,smartworld one dxp,sector 113 ,200.0,11074.0,1806.0,3,3,3,12.0,New Property,0.0,0,0,0,0,0,69.0
flat,tulip lemon,sector 69 ,60.0,11407.0,584.0,2,1,1,11.0,Relatively New,0.0,0,0,0,0,0,38.0
flat,raheja vedaanta,sector 108 ,100.0,4854.0,2060.0,2,2,2,0.0,Relatively New,0.0,0,0,0,0,0,66.0
flat,sare crescent parc,sector 92 ,87.0,4971.0,1584.0,4,4,2,2.0,Moderately Old,0.0,0,0,0,1,0,0.0
flat,paras irene,sector 70a ,130.0,9219.0,1426.0,2,2,3,19.0,Moderately Old,0.0,0,0,0,0,0,0.0
flat,signature the roselia,sector 95 ,48.0,7164.0,744.0,2,2,2,6.0,Relatively New,0.0,0,0,0,0,0,0.0
flat,m3m woodshire,sector 107 ,94.0,6881.0,1236.0,2,2,3+,1.0,Moderately Old,0.0,0,0,0,0,0,38.0
flat,unitech sunbreeze,sector 69 ,75.0,6849.0,991.0,2,2,2,4.0,Under Construction,0.0,0,0,0,0,0,15.0
flat,signature andour heights,sector 71 ,65.0,10172.0,590.0,2,2,1,10.0,Relatively New,0.0,0,0,0,0,0,51.0
flat,central park flower valley aqua front towers,sector 33,170.0,9449.0,1697.0,3,3,3+,5.0,New Property,1.0,0,0,0,0,0,149.0
flat,rwa,sector 7 ,48.0,6000.0,889.0,3,2,1,1.0,New Property,0.0,0,0,0,0,0,71.0
flat,radhakrishna society,sector 23 ,55.0,5000.0,996.0,2,2,1,1.0,Moderately Old,0.0,0,0,0,0,0,38.0
flat,aipl joy square,sector 63a ,70.0,10101.0,693.0,1,1,0,7.0,Under Construction,0.0,0,0,0,0,0,47.0
flat,signature global city 63a,sector 63a ,155.0,14783.0,1166.0,2,2,2,2.0,Under Construction,0.0,0,0,0,0,0,65.0
flat,housing board colony,sector 51 ,30.0,7317.0,459.0,1,1,2,0.0,Old Property,0.0,0,0,0,0,0,89.0
flat,vatika gurgaon,sector 83 ,87.0,6987.0,1127.0,2,2,2,3.0,Moderately Old,0.0,0,0,0,0,0,61.0
flat,today callidora,sector 73 ,100.0,7692.0,1444.0,2,2,2,13.0,New Property,0.0,0,0,0,0,0,65.0
flat,ireo the corridors,sector 67a ,130.0,10031.0,1296.0,2,2,2,1.0,New Property,0.0,0,0,0,0,0,65.0
flat,dlf 76,new ,400.0,11428.0,3888.0,4,4,2,4.0,Under Construction,0.0,1,1,0,0,0,23.0
flat,ats marigold,sector 89 ,185.0,8604.0,1946.0,3,3,3+,12.0,New Property,0.0,1,0,0,0,0,72.0
flat,shree vardhman victoria,sector 70 ,175.0,8974.0,1950.0,3,5,0,0.0,Relatively New,2.0,0,0,0,0,0,14.0
flat,parsvnath exotica,sector 53 ,480.0,14680.0,2895.0,3,4,3+,12.0,New Property,0.0,0,0,0,0,0,24.0
flat,godrej nature plus,sector 33,130.0,8349.0,1409.0,3,2,3+,18.0,New Property,0.0,0,0,0,0,0,95.0
flat,imperia the esfera,sector 37c ,90.0,6272.0,1435.0,3,3,3,9.0,Relatively New,0.0,0,0,0,0,0,0.0
flat,dlf icon,sector 43,580.0,20707.0,2801.0,4,4,3+,18.0,Moderately Old,1.0,0,0,0,0,0,38.0
flat,aipl zen residences,sector 70a ,140.0,11094.0,1262.0,2,2,2,16.0,Relatively New,0.0,0,0,0,0,0,104.0
flat,chd avenue,sector 71 ,95.0,7917.0,1200.0,2,2,0,5.0,Moderately Old,0.0,0,0,0,0,0,36.0
flat,godrej nature plus,sector 33,135.0,8670.0,1409.0,3,2,3+,17.0,New Property,0.0,0,0,0,0,0,49.0
flat,ansal heights 86,sector 86 ,95.0,5621.0,1877.0,3,2,1,6.0,New Property,2.0,0,0,0,0,0,43.0
flat,shree vardhman flora,sector 90 ,70.0,4615.0,1224.0,2,2,3,9.0,New Property,0.0,0,1,0,0,1,23.0
flat,experion the heartsong,sector 108 ,300.0,18392.0,2204.0,4,5,3+,2.0,Relatively New,0.0,1,0,0,0,0,0.0
flat,hcbs sports ville,sohna road,20.0,4219.0,473.0,1,1,1,3.0,New Property,0.0,0,0,0,0,0,0.0
flat,sare crescent parc,sector 92 ,50.0,5000.0,905.0,2,2,3,2.0,Moderately Old,0.0,0,0,0,0,0,48.0
flat,m3m capital,sector 113 ,200.0,12012.0,1507.0,3,3,2,24.0,Under Construction,0.0,0,0,0,0,0,99.0
flat,ats marigold,sector 89 ,170.0,9714.0,1944.0,3,3,3+,8.0,Under Construction,0.0,0,1,0,0,0,50.0
flat,avl 36 gurgaon,sector 36a ,65.0,8953.0,657.0,2,2,2,7.0,Relatively New,0.0,0,0,0,0,0,54.0
flat,dlf the arbour,sector 63 ,752.0,19000.0,3956.0,4,4,3,15.0,New Property,0.0,0,0,0,0,0,54.0
flat,m3m capital,sector 113 ,287.0,12489.0,2553.0,4,4,3+,3.0,Under Construction,0.0,1,0,0,0,0,60.0
flat,godrej nature plus,sector 33,120.0,14379.0,86.0,2,2,3,1.0,New Property,0.0,0,0,0,0,0,92.0
flat,tulip lemon,sector 69 ,60.0,10000.0,667.0,2,1,1,12.0,Relatively New,0.0,0,0,0,0,0,44.0
flat,shree vardhman victoria,sector 70 ,180.0,9230.0,2166.0,3,5,3,0.0,New Property,0.0,0,0,0,0,0,86.0
flat,signature global synera,sector 81 ,48.0,8026.0,547.0,2,2,1,14.0,Relatively New,0.0,0,0,0,0,0,55.0
flat,sahara grace,sector 28,430.0,12420.0,3133.0,3,4,3,5.0,Old Property,0.0,1,0,0,1,0,0.0
